,NP,NP_Synthesis,Drug_dose (μg/disk),NP_concentration (μg/ml),NP size_avg (nm),shape,method,Bacteria,Drug,reference,time (hr),Valance_electron,Phylum,Class,Order,Family,Genus,Superkingdom,Species,bac_type,gram,"min_Incub_period, h","growth_temp, C",biosafety_level,isolated_from,MaxAbsEStateIndex,MinEStateIndex,qed,BCUT2D_MWHI,AvgIpc,BalabanJ,PEOE_VSA13,PEOE_VSA14,PEOE_VSA4,PEOE_VSA6,PEOE_VSA8,SlogP_VSA4,SlogP_VSA8,EState_VSA6,EState_VSA7,VSA_EState9,NumAliphaticCarbocycles,fr_ArN,fr_Imine,fr_alkyl_halide,fr_allylic_oxid,fr_unbrch_alkane,Drug_class,ZOI_drug (mm),ZOI_NP (mm),ZOI_Drug_NP (mm)
93,Ag,green_synthesis using Acinetobacter calcoaceticus,30.0,15.0,10.0,spherical,disc_diffusion,Acinetobacter baumannii,Trimethoprim,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,20,11,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Acinetobacter,Bacteria,Acinetobacter baumannii,pathogenic,n,24.0,37,2,urine,5.848108466,0.15383521,0.853355507,16.52993347,2.485378414,2.397562137,0.0,0.0,4.983978521,0.0,18.18111669,0.0,0.0,27.5262362,12.13273414,4.703740547,0,2,0,0,0,0,phenol ethers,9.0,7.524017,7.0
94,Ag,green_synthesis using Dioscorea bulbifera tuber extract ,500.0,30.0,13.5,nanorods and triangles,disc_diffusion,Serratia odorifera,Nalidixic acid,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,18,11,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Serratia,Bacteria,Serratia odorifera,opportunistic pathogen,n,6.0,30,1,soil,11.91519274,-1.208634259,0.849523695,16.36620625,2.28567803,2.946743973,0.0,5.969305288,0.0,0.0,18.43552797,6.9237372,11.03340144,16.69983378,13.8474744,0.0,0,0,0,0,0,0,Diazanaphthalenes,9.0,8.357065,14.0
95,Ag,green_synthesis using Dioscorea bulbifera tuber extract ,500.0,30.0,13.5,nanorods and triangles,disc_diffusion,Klebsiella pneumoniae,Ceftazidime,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,18,11,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Bacteria,Klebsiella pneumoniae,opportunistic pathogen,n,24.0,30,2,respiratory tract,13.11432809,-1.753218546,0.14740151,32.1666812,3.279136562,1.551044932,11.81435946,5.969305288,0.0,11.2220798,28.83875504,0.0,0.0,29.09352093,6.066367068,0.0,0,1,0,0,0,0,Lactams,9.0,8.987657,9.0
96,Ag,green_synthesis using Dioscorea bulbifera tuber extract ,500.0,30.0,13.5,nanorods and triangles,disc_diffusion,Proteus mirabilis,Nitrofurantoin,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,18,11,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Morganellaceae,Proteus,Bacteria,Proteus mirabilis,pathogenic,n,24.0,37,2,urine,11.06077649,-0.691042953,0.345747846,16.64845383,2.822017561,2.070287586,0.0,11.91529671,5.101407526,0.0,0.0,10.11431827,0.0,0.0,5.316788604,0.0,0,0,0,0,0,0,Azolidines,9.0,9.728374,9.0
97,Ag,green_synthesis using Acinetobacter calcoaceticus,30.0,15.0,10.0,spherical,disc_diffusion,Pseudomonas aeruginosa,Trimethoprim,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,20,11,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Bacteria,Pseudomonas aeruginosa,opportunistic pathogen,n,24.0,37,2,soil,5.848108466,0.15383521,0.853355507,16.52993347,2.485378414,2.397562137,0.0,0.0,4.983978521,0.0,18.18111669,0.0,0.0,27.5262362,12.13273414,4.703740547,0,2,0,0,0,0,phenol ethers,9.0,9.754721,6.0
98,Ag,green_synthesis using Dioscorea bulbifera tuber extract ,500.0,30.0,13.5,nanorods and triangles,disc_diffusion,Bacillus subtilis,Nalidixic acid,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,18,11,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacteria,Bacillus subtilis,non-pathogenic,p,0.16,30,1,soil,11.91519274,-1.208634259,0.849523695,16.36620625,2.28567803,2.946743973,0.0,5.969305288,0.0,0.0,18.43552797,6.9237372,11.03340144,16.69983378,13.8474744,0.0,0,0,0,0,0,0,Diazanaphthalenes,9.0,9.944718,12.0
99,Ag,green_synthesis using Dioscorea bulbifera tuber extract ,500.0,30.0,13.5,nanorods and triangles,disc_diffusion,Escherichia coli,Ceftazidime,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,18,11,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Bacteria,Escherichia coli,pathogenic,n,48.0,37,2,urine,13.11432809,-1.753218546,0.14740151,32.1666812,3.279136562,1.551044932,11.81435946,5.969305288,0.0,11.2220798,28.83875504,0.0,0.0,29.09352093,6.066367068,0.0,0,1,0,0,0,0,Lactams,9.0,10.116367,18.0
100,Ag,chem_synthesis_reduction_by_D_glucose,10.0,100.0,10.0,spherical,disc_diffusion,Pseudomonas aeruginosa,Ampicillin,https://www.sciencedirect.com/science/article/abs/pii/S0144861716313571?via%3Dihub,24,11,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Bacteria,Pseudomonas aeruginosa,opportunistic pathogen,n,24.0,37,2,soil,12.33417297,-1.033228263,0.674878289,32.16690623,2.80395312,1.711293316,0.0,5.969305288,0.0,30.33183534,4.747022453,0.0,0.0,38.11294267,6.066367068,0.0,0,0,0,0,0,0,Organoheterocyclic compounds,9.0,14.123303,15.9
101,Ag,chem_synthesis_reduction_by_D_glucose,10.0,100.0,10.0,spherical,disc_diffusion,Escherichia coli,Ampicillin,https://www.sciencedirect.com/science/article/abs/pii/S0144861716313571?via%3Dihub,24,11,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Bacteria,Escherichia coli,pathogenic,n,48.0,37,2,urine,12.33417297,-1.033228263,0.674878289,32.16690623,2.80395312,1.711293316,0.0,5.969305288,0.0,30.33183534,4.747022453,0.0,0.0,38.11294267,6.066367068,0.0,0,0,0,0,0,0,Organoheterocyclic compounds,9.37,12.404947,18.2
102,Ag,green_synthesis using Acinetobacter calcoaceticus,30.0,15.0,10.0,spherical,disc_diffusion,Shigella sonnei,Ampicillin,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,20,11,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Shigella,Bacteria,Shigella sonnei,pathogenic,n,12.0,37,2,water,12.33417297,-1.033228263,0.674878289,32.16690623,2.80395312,1.711293316,0.0,5.969305288,0.0,30.33183534,4.747022453,0.0,0.0,38.11294267,6.066367068,0.0,0,0,0,0,0,0,Organoheterocyclic compounds,10.0,6.7679844,8.0
103,Ag,green_synthesis using Acinetobacter calcoaceticus,30.0,15.0,10.0,spherical,disc_diffusion,Shigella sonnei,Vancomycin,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,20,11,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Shigella,Bacteria,Shigella sonnei,pathogenic,n,12.0,37,2,water,16.01721414,-2.345197559,0.074348004,35.49679308,0.775398175,1.239428306,0.0,5.969305288,0.0,55.24845539,34.71646842,5.917906046,11.12690298,0.0,13.8474744,1.472308693,0,0,0,0,0,0,carboxylic acids,10.0,6.7679844,9.0
104,Ag,green_synthesis using Dioscorea bulbifera tuber extract ,500.0,30.0,13.5,nanorods and triangles,disc_diffusion,Acinetobacter baumannii,Chloramphenicol,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,18,11,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Acinetobacter,Bacteria,Acinetobacter baumannii,pathogenic,n,24.0,37,2,urine,11.30478637,-1.325823356,0.409070928,35.53916853,2.431670248,2.82115815,11.594566,0.0,0.0,23.20187978,12.13273414,10.11431827,0.0,0.0,0.0,0.0,0,0,0,2,0,0,Benzene derivatives,10.0,6.8622313,10.0
105,Ag,green_synthesis using Dioscorea bulbifera tuber extract ,500.0,30.0,13.5,nanorods and triangles,disc_diffusion,Haemophilus influenzae,Amoxicillin,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,18,11,Pseudomonadota,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Haemophilus,Bacteria,Haemophilus influenzae,pathogenic,n,24.0,37,2,respiratory tract,12.3475389,-1.056554474,0.553031528,32.16690631,2.80360909,1.704346484,0.0,5.969305288,0.0,12.13273414,4.747022453,0.0,0.0,13.8474744,0.0,0.0,0,0,0,0,0,0,Lactams,10.0,7.4120326,10.0
106,Ag,green_synthesis using Dioscorea bulbifera tuber extract ,500.0,30.0,13.5,nanorods and triangles,disc_diffusion,Haemophilus influenzae,Ampicillin,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,18,11,Pseudomonadota,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Haemophilus,Bacteria,Haemophilus influenzae,pathogenic,n,24.0,37,2,respiratory tract,12.33417297,-1.033228263,0.674878289,32.16690623,2.80395312,1.711293316,0.0,5.969305288,0.0,30.33183534,4.747022453,0.0,0.0,38.11294267,6.066367068,0.0,0,0,0,0,0,0,Organoheterocyclic compounds,10.0,7.4120326,10.0
107,Ag,green_synthesis using Dioscorea bulbifera tuber extract ,500.0,30.0,13.5,nanorods and triangles,disc_diffusion,Haemophilus influenzae,Nitrofurantoin,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,18,11,Pseudomonadota,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Haemophilus,Bacteria,Haemophilus influenzae,pathogenic,n,24.0,37,2,respiratory tract,11.06077649,-0.691042953,0.345747846,16.64845383,2.822017561,2.070287586,0.0,11.91529671,5.101407526,0.0,0.0,10.11431827,0.0,0.0,5.316788604,0.0,0,0,0,0,0,0,Azolidines,10.0,7.4120326,12.0
108,Ag,green_synthesis using Acinetobacter calcoaceticus,30.0,15.0,10.0,spherical,disc_diffusion,Acinetobacter baumannii,Gentamicin,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,20,11,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Acinetobacter,Bacteria,Acinetobacter baumannii,pathogenic,n,24.0,37,2,urine,11.12947795,-1.286897326,0.18159831,16.71320241,2.756468014,1.684740507,0.0,0.0,0.0,0.0,18.12552249,0.0,0.0,13.97140918,13.97140918,3.492765241,1,0,0,0,0,0,Aminoglycoside ,10.0,7.524017,6.0
109,Ag,green_synthesis using Acinetobacter calcoaceticus,30.0,15.0,10.0,spherical,disc_diffusion,Acinetobacter baumannii,Vancomycin,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,20,11,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Acinetobacter,Bacteria,Acinetobacter baumannii,pathogenic,n,24.0,37,2,urine,16.01721414,-2.345197559,0.074348004,35.49679308,0.775398175,1.239428306,0.0,5.969305288,0.0,55.24845539,34.71646842,5.917906046,11.12690298,0.0,13.8474744,1.472308693,0,0,0,0,0,0,carboxylic acids,10.0,7.524017,7.0
110,Ag,green_synthesis using Dioscorea bulbifera tuber extract ,500.0,30.0,13.5,nanorods and triangles,disc_diffusion,Klebsiella pneumoniae,Rifampicin,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,18,11,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Bacteria,Klebsiella pneumoniae,opportunistic pathogen,n,24.0,30,2,respiratory tract,14.42562962,-2.042566018,0.109484845,16.70616735,3.461567498,1.703590875,11.69042468,11.75641644,5.101407526,45.92300912,87.33070199,30.59536138,10.77244843,44.85590154,7.047671983,3.420644351,0,0,0,0,2,0,Macrolactams,10.0,8.987657,15.3
111,Ag,green_synthesis using Dioscorea bulbifera tuber extract ,500.0,30.0,13.5,nanorods and triangles,disc_diffusion,Proteus mirabilis,Doxycycline,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,18,11,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Morganellaceae,Proteus,Bacteria,Proteus mirabilis,pathogenic,n,24.0,37,2,urine,13.31702838,-2.89477903,0.291563932,16.35438124,2.699637654,3.06e-06,5.907179729,0.0,0.0,19.05647134,11.49101058,11.83581209,0.0,19.05647134,0.0,2.975209358,3,0,0,0,0,0,Tetracyclines,10.0,9.728374,10.0
112,Ag,green_synthesis using Acinetobacter calcoaceticus,30.0,15.0,10.0,spherical,disc_diffusion,Pseudomonas aeruginosa,Kanamycin,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,20,11,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Bacteria,Pseudomonas aeruginosa,opportunistic pathogen,n,24.0,37,2,soil,10.93437059,-1.661604858,0.166853652,16.72393442,2.785013665,1.722064446,0.0,0.0,0.0,0.0,18.62843806,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,Organooxygen compounds,10.0,9.754721,6.0
113,Ag,green_synthesis using Acinetobacter calcoaceticus,30.0,15.0,10.0,spherical,disc_diffusion,Pseudomonas aeruginosa,Amoxicillin,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,20,11,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Bacteria,Pseudomonas aeruginosa,opportunistic pathogen,n,24.0,37,2,soil,12.3475389,-1.056554474,0.553031528,32.16690631,2.80360909,1.704346484,0.0,5.969305288,0.0,12.13273414,4.747022453,0.0,0.0,13.8474744,0.0,0.0,0,0,0,0,0,0,Lactams,10.0,9.754721,6.0
114,Ag,green_synthesis using Dioscorea bulbifera tuber extract ,500.0,30.0,13.5,nanorods and triangles,disc_diffusion,Bacillus subtilis,Amoxicillin,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,18,11,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacteria,Bacillus subtilis,non-pathogenic,p,0.16,30,1,soil,12.3475389,-1.056554474,0.553031528,32.16690631,2.80360909,1.704346484,0.0,5.969305288,0.0,12.13273414,4.747022453,0.0,0.0,13.8474744,0.0,0.0,0,0,0,0,0,0,Lactams,10.0,9.944718,10.0
115,Ag,green_synthesis using Dioscorea bulbifera tuber extract ,500.0,30.0,13.5,nanorods and triangles,disc_diffusion,Bacillus subtilis,Piperacillin,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,18,11,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacteria,Bacillus subtilis,non-pathogenic,p,0.16,30,1,soil,13.31949337,-1.261721545,0.344807402,32.16690711,3.102907875,1.508034016,0.0,23.81477926,0.0,30.33183534,24.38129167,0.0,0.0,51.10304694,0.0,0.0,0,0,0,0,0,0,Carboxylic acids and derivatives,10.0,9.944718,14.0
116,Ag,green_synthesis using Dioscorea bulbifera tuber extract ,500.0,30.0,13.5,nanorods and triangles,disc_diffusion,Escherichia coli,Amikacin,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,18,11,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Bacteria,Escherichia coli,pathogenic,n,48.0,37,2,urine,12.57843074,-1.755830655,0.113063794,16.72419483,2.923761602,1.847903729,0.0,0.0,0.0,0.0,12.58659724,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,Organooxygen compounds,10.0,10.116367,18.0
117,Ag,chem_synthesis_reduction_by_D_glucose,10.0,100.0,10.0,spherical,disc_diffusion,Staphylococcus aureus,Ampicillin,https://www.sciencedirect.com/science/article/abs/pii/S0144861716313571?via%3Dihub,24,11,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Bacteria,Staphylococcus aureus,pathogenic,p,24.0,37,2,skin,12.33417297,-1.033228263,0.674878289,32.16690623,2.80395312,1.711293316,0.0,5.969305288,0.0,30.33183534,4.747022453,0.0,0.0,38.11294267,6.066367068,0.0,0,0,0,0,0,0,Organoheterocyclic compounds,10.0,11.454214,21.4
118,Ag,chem_synthesis_reduction_by_D_glucose,15.0,100.0,10.0,spherical,disc_diffusion,Pseudomonas aeruginosa,Erythromycin,https://www.sciencedirect.com/science/article/abs/pii/S0144861716313571?via%3Dihub,24,11,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Bacteria,Pseudomonas aeruginosa,opportunistic pathogen,n,24.0,37,2,soil,14.07322487,-1.994405755,0.237872506,16.71366525,3.051689271,2.183066335,0.0,5.969305288,0.0,27.6949488,37.32617813,23.67162418,0.0,41.5424232,25.9189909,5.176381084,0,0,0,0,0,0,Organooxygen compounds,10.0,14.123303,26.67
119,Ag,green_synthesis by Klebsiella pneumoniae,5.0,10.0,22.5,spherical,disc_diffusion,Staphylococcus aureus,Erythromycin,https://www.sciencedirect.com/science/article/abs/pii/S1549963407000469,24,11,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Bacteria,Staphylococcus aureus,pathogenic,p,24.0,37,2,skin,14.07322487,-1.994405755,0.237872506,16.71366525,3.051689271,2.183066335,0.0,5.969305288,0.0,27.6949488,37.32617813,23.67162418,0.0,41.5424232,25.9189909,5.176381084,0,0,0,0,0,0,Organooxygen compounds,10.0,16.226578,14.0
120,Ag,green_synthesis by Klebsiella pneumoniae,10.0,10.0,22.5,spherical,disc_diffusion,Escherichia coli,Amoxicillin,https://www.sciencedirect.com/science/article/abs/pii/S1549963407000469,24,11,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Bacteria,Escherichia coli,pathogenic,n,48.0,37,2,urine,12.3475389,-1.056554474,0.553031528,32.16690631,2.80360909,1.704346484,0.0,5.969305288,0.0,12.13273414,4.747022453,0.0,0.0,13.8474744,0.0,0.0,0,0,0,0,0,0,Lactams,10.0,17.262072,12.0
121,Ag,green_synthesis  by Bacillus sp.,15.0,10.0,28.0,spherical,disc_diffusion,Staphylococcus aureus,Erythromycin,https://link.springer.com/article/10.1007/s12010-014-0852-z,24,11,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Bacteria,Staphylococcus aureus,pathogenic,p,24.0,37,2,skin,14.07322487,-1.994405755,0.237872506,16.71366525,3.051689271,2.183066335,0.0,5.969305288,0.0,27.6949488,37.32617813,23.67162418,0.0,41.5424232,25.9189909,5.176381084,0,0,0,0,0,0,Organooxygen compounds,10.0,18.0,15.0
122,Ag,green_synthesis  by Bacillus sp.,30.0,10.0,28.0,spherical,disc_diffusion,Staphylococcus epidermidis,Fusidic acid,https://link.springer.com/article/10.1007/s12010-014-0852-z,24,11,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Bacteria,Staphylococcus epidermidis,opportunistic pathogen,p,24.0,37,2,nose,12.61700114,-0.952696851,0.247221694,16.54309349,3.050269441,1.820499635,0.0,11.93861058,0.0,39.34407344,12.49684173,39.91659559,0.0,0.0,19.92349451,0.0,4,0,0,0,2,0,Steroids and steroid derivatives,10.0,19.0,13.0
123,Ag,chem_synthesis_reduction_by_D_glucose,10.0,100.0,10.0,spherical,disc_diffusion,Bacillus cereus,Ampicillin,https://www.sciencedirect.com/science/article/abs/pii/S0144861716313571?via%3Dihub,24,11,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacteria,Bacillus cereus,pathogenic,p,4.0,30,2,food,12.33417297,-1.033228263,0.674878289,32.16690623,2.80395312,1.711293316,0.0,5.969305288,0.0,30.33183534,4.747022453,0.0,0.0,38.11294267,6.066367068,0.0,0,0,0,0,0,0,Organoheterocyclic compounds,10.67,10.581678,16.1
124,Ag,green_synthesis using Dioscorea bulbifera tuber extract ,500.0,30.0,13.5,nanorods and triangles,disc_diffusion,Enterobacter cloacae,Nalidixic acid,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,18,11,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Bacteria,Enterobacter cloacae,opportunistic pathogen,n,12.0,30,2,water,11.91519274,-1.208634259,0.849523695,16.36620625,2.28567803,2.946743973,0.0,5.969305288,0.0,0.0,18.43552797,6.9237372,11.03340144,16.69983378,13.8474744,0.0,0,0,0,0,0,0,Diazanaphthalenes,11.0,5.698365,12.0
125,Ag,green_synthesis using Dioscorea bulbifera tuber extract ,500.0,30.0,13.5,nanorods and triangles,disc_diffusion,Acinetobacter baumannii,Ceftriaxone,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,18,11,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Acinetobacter,Bacteria,Acinetobacter baumannii,pathogenic,n,24.0,37,2,urine,12.91680492,-1.306214252,0.130680273,32.16802576,3.266455922,1.507133729,17.6943478,11.52857218,4.983978521,16.91759768,23.93344197,0.0,0.0,0.0,0.0,2.723496797,0,1,0,0,0,0,Lactams,11.0,6.8622313,11.0
126,Ag,green_synthesis using Dioscorea bulbifera tuber extract ,500.0,30.0,13.5,nanorods and triangles,disc_diffusion,Pseudomonas aeruginosa,Doxycycline,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,18,11,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Bacteria,Pseudomonas aeruginosa,opportunistic pathogen,n,24.0,37,2,soil,13.31702838,-2.89477903,0.291563932,16.35438124,2.699637654,3.06e-06,5.907179729,0.0,0.0,19.05647134,11.49101058,11.83581209,0.0,19.05647134,0.0,2.975209358,3,0,0,0,0,0,Tetracyclines,11.0,7.6775556,12.0
127,Ag,green_synthesis using Dioscorea bulbifera tuber extract ,500.0,30.0,13.5,nanorods and triangles,disc_diffusion,Pseudomonas koreensis,Ampicillin,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,18,11,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Bacteria,Pseudomonas koreensis,opportunistic pathogen,n,24.0,30,1,soil,12.33417297,-1.033228263,0.674878289,32.16690623,2.80395312,1.711293316,0.0,5.969305288,0.0,30.33183534,4.747022453,0.0,0.0,38.11294267,6.066367068,0.0,0,0,0,0,0,0,Organoheterocyclic compounds,11.0,8.349525,13.0
128,Ag,green_synthesis using Dioscorea bulbifera tuber extract ,500.0,30.0,13.5,nanorods and triangles,disc_diffusion,Vibrio parahaemolyticus,Amoxicillin,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,18,11,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Bacteria,Vibrio parahaemolyticus,pathogenic,n,8.0,30,2,water,12.3475389,-1.056554474,0.553031528,32.16690631,2.80360909,1.704346484,0.0,5.969305288,0.0,12.13273414,4.747022453,0.0,0.0,13.8474744,0.0,0.0,0,0,0,0,0,0,Lactams,11.0,9.21346,11.0
129,Ag,green_synthesis using Dioscorea bulbifera tuber extract ,500.0,30.0,13.5,nanorods and triangles,disc_diffusion,Vibrio parahaemolyticus,Nalidixic acid,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,18,11,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Bacteria,Vibrio parahaemolyticus,pathogenic,n,8.0,30,2,water,11.91519274,-1.208634259,0.849523695,16.36620625,2.28567803,2.946743973,0.0,5.969305288,0.0,0.0,18.43552797,6.9237372,11.03340144,16.69983378,13.8474744,0.0,0,0,0,0,0,0,Diazanaphthalenes,11.0,9.21346,12.0
130,Ag,green_synthesis using Dioscorea bulbifera tuber extract ,500.0,30.0,13.5,nanorods and triangles,disc_diffusion,Bacillus subtilis,Nitrofurantoin,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,18,11,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacteria,Bacillus subtilis,non-pathogenic,p,0.16,30,1,soil,11.06077649,-0.691042953,0.345747846,16.64845383,2.822017561,2.070287586,0.0,11.91529671,5.101407526,0.0,0.0,10.11431827,0.0,0.0,5.316788604,0.0,0,0,0,0,0,0,Azolidines,11.0,9.944718,20.0
131,Ag,green_synthesis using Dioscorea bulbifera tuber extract ,500.0,30.0,13.5,nanorods and triangles,disc_diffusion,Staphylococcus aureus,Doxycycline,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,18,11,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Bacteria,Staphylococcus aureus,pathogenic,p,24.0,37,2,skin,13.31702838,-2.89477903,0.291563932,16.35438124,2.699637654,3.06e-06,5.907179729,0.0,0.0,19.05647134,11.49101058,11.83581209,0.0,19.05647134,0.0,2.975209358,3,0,0,0,0,0,Tetracyclines,11.0,10.06141,11.0
132,Ag,green_synthesis using Dioscorea bulbifera tuber extract ,500.0,30.0,13.5,nanorods and triangles,disc_diffusion,Staphylococcus aureus,Amikacin,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,18,11,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Bacteria,Staphylococcus aureus,pathogenic,p,24.0,37,2,skin,12.57843074,-1.755830655,0.113063794,16.72419483,2.923761602,1.847903729,0.0,0.0,0.0,0.0,12.58659724,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,Organooxygen compounds,11.0,10.06141,15.0
133,Ag,chem_synthesis_reduction_by_D_glucose,30.0,100.0,10.0,spherical,disc_diffusion,Salmonella enterica,Tetracycline,https://www.sciencedirect.com/science/article/abs/pii/S0144861716313571?via%3Dihub,24,11,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Bacteria,Salmonella enterica,pathogenic,n,12.0,37,2,food,13.31369504,-2.745033659,0.336110462,16.34969918,2.679151582,2.047922027,5.907179729,0.0,0.0,12.13273414,17.40891662,11.83581209,0.0,0.0,0.0,3.062499608,3,0,0,0,0,0,Tetracyclines,11.33,10.305156,17.17
134,Ag,green_synthesis using Acinetobacter calcoaceticus,30.0,15.0,10.0,spherical,disc_diffusion,Salmonella typhimurium,Vancomycin,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,20,11,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Bacteria,Salmonella enterica subsp. enterica serovar Typhimurium,pathogenic,n,6.0,37,2,meat,16.01721414,-2.345197559,0.074348004,35.49679308,0.775398175,1.239428306,0.0,5.969305288,0.0,55.24845539,34.71646842,5.917906046,11.12690298,0.0,13.8474744,1.472308693,0,0,0,0,0,0,carboxylic acids,12.0,5.9426045,10.0
135,Ag,green_synthesis using Dioscorea bulbifera tuber extract ,500.0,30.0,13.5,nanorods and triangles,disc_diffusion,Acinetobacter baumannii,Vancomycin,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,18,11,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Acinetobacter,Bacteria,Acinetobacter baumannii,pathogenic,n,24.0,37,2,urine,16.01721414,-2.345197559,0.074348004,35.49679308,0.775398175,1.239428306,0.0,5.969305288,0.0,55.24845539,34.71646842,5.917906046,11.12690298,0.0,13.8474744,1.472308693,0,0,0,0,0,0,carboxylic acids,12.0,6.8622313,12.0
