,NP,NP_Synthesis,Drug,Drug_class,Drug_dose (μg/disk),NP_concentration (μg/ml),NP size_avg (nm),shape,method,Bacteria,Drug,reference,amw,lipinskiHBA,chi4v,Phylum,Class,Order,Family,Genus,Superkingdom,Species,bac_type,gram,"avg_Incub_period, h","growth_temp, C",isolated_from,MaxAbsEStateIndex,MinEStateIndex,SPS,MolWt,BCUT2D_MWHI,AvgIpc,BalabanJ,PEOE_VSA13,PEOE_VSA14,PEOE_VSA4,PEOE_VSA6,PEOE_VSA8,SlogP_VSA4,SlogP_VSA8,EState_VSA6,EState_VSA7,VSA_EState9,NumAliphaticCarbocycles,fr_ArN,fr_alkyl_halide,fr_allylic_oxid,ZOI_NP (mm),ZOI_drug (mm),ZOI_Drug_NP (mm)
191,Ag,green_synthesis using Dioscorea bulbifera tuber extract ,Faropenem,Carboxylic acids and derivatives,500.0,30.0,13.5,nanorods and triangles,disc_diffusion,Salmonella typhi,Faropenem,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,107.868,0,0.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Bacteria,Salmonella enterica subsp. enterica serovar Typhi,pathogenic,n,252.0,37,blood,11.97425217,-1.09917328,35.36842105,285.321,32.16671152,2.916462868,1.912371889,0.0,5.969305288,0.0,11.76188495,11.51201848,5.917906046,0.0,6.9237372,0.0,0.0,0,0,0,0,8.144160296,14.0,14.0
192,Ag,green_synthesis using Acinetobacter calcoaceticus,Amoxicillin,Lactams,30.0,15.0,10.0,spherical,disc_diffusion,Escherichia coli,Amoxicillin,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,107.868,0,0.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Bacteria,Escherichia coli,pathogenic,n,84.0,37,urine,12.3475389,-1.056554474,28.04,365.411,32.16690631,2.80360909,1.704346484,0.0,5.969305288,0.0,12.13273414,4.747022453,0.0,0.0,13.8474744,0.0,0.0,0,0,0,0,8.347368469,14.0,14.0
193,Ag,green_synthesis using Acinetobacter calcoaceticus,Chloramphenicol,Benzene derivatives,30.0,15.0,10.0,spherical,disc_diffusion,Acinetobacter baumannii,Chloramphenicol,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,107.868,0,0.0,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Acinetobacter,Bacteria,Acinetobacter baumannii,pathogenic,n,36.0,37,urine,11.30478637,-1.325823356,13.85,323.132,35.53916853,2.431670248,2.82115815,11.594566,0.0,0.0,23.20187978,12.13273414,10.11431827,0.0,0.0,0.0,0.0,0,0,2,0,9.185204854,15.0,14.0
194,Ag,green_synthesis using Dioscorea bulbifera tuber extract ,Piperacillin,Carboxylic acids and derivatives,500.0,30.0,13.5,nanorods and triangles,disc_diffusion,Bacillus subtilis,Piperacillin,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,107.868,0,0.0,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacteria,Bacillus subtilis,non-pathogenic,p,7.08,30,soil,13.31949337,-1.261721545,25.69444444,517.564,32.16690711,3.102907875,1.508034016,0.0,23.81477926,0.0,30.33183534,24.38129167,0.0,0.0,51.10304694,0.0,0.0,0,0,0,0,9.906704849,10.0,14.0
195,Ag,green_synthesis using Dioscorea bulbifera tuber extract ,Ceftriaxone,Lactams,500.0,30.0,13.5,nanorods and triangles,disc_diffusion,Bacillus subtilis,Ceftriaxone,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,107.868,0,0.0,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacteria,Bacillus subtilis,non-pathogenic,p,7.08,30,soil,12.91680492,-1.306214252,19.55555556,554.592,32.16802576,3.266455922,1.507133729,17.6943478,11.52857218,4.983978521,16.91759768,23.93344197,0.0,0.0,0.0,0.0,2.723496797,0,1,0,0,9.906704849,14.0,14.0
196,Ag,green_synthesis using Dioscorea bulbifera tuber extract ,Nalidixic acid,Diazanaphthalenes,500.0,30.0,13.5,nanorods and triangles,disc_diffusion,Escherichia coli,Nalidixic acid,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,107.868,0,0.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Bacteria,Escherichia coli,pathogenic,n,84.0,37,urine,11.91519274,-1.208634259,10.70588235,232.239,16.36620625,2.28567803,2.946743973,0.0,5.969305288,0.0,0.0,18.43552797,6.9237372,11.03340144,16.69983378,13.8474744,0.0,0,0,0,0,10.10049904,7.0,14.0
197,Au,chem_synthesis using hydrogen tetrachloroaureate,Fluconazole,Benzene and substituted derivatives,100.0,8.0,16.5,spherical,disc_diffusion,Aspergillus niger,Fluconazole,https://www.lifesciencesite.com/lsj/life0804/008_6966life0804_37_44.pdf,196.967,0,0.0,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,Eukaryota,Aspergillus niger,pathogenic,f,36.0,30,soil,14.11247496,-1.69525463,11.77272727,306.276,19.14546234,3.116209505,2.006201264,0.0,0.0,10.19736362,6.066367068,11.62981856,11.63444168,0.0,0.0,0.0,0.0,0,0,0,0,13.0,11.0,14.0
198,Ag,green_synthesis using Dioscorea bulbifera tuber extract ,Nalidixic acid,Diazanaphthalenes,500.0,30.0,13.5,nanorods and triangles,disc_diffusion,Neisseria mucosa,Nalidixic acid,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,107.868,0,0.0,Pseudomonadota,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,Bacteria,Neisseria mucosa,opportunistic pathogen,n,36.0,30,sputum,11.91519274,-1.208634259,10.70588235,232.239,16.36620625,2.28567803,2.946743973,0.0,5.969305288,0.0,0.0,18.43552797,6.9237372,11.03340144,16.69983378,13.8474744,0.0,0,0,0,0,13.87667487,14.0,14.0
199,ZnO,green_synthesis using Ulva fasciata ,Azithromycin,Organooxygen compounds,15.0,10000.0,187.0,spherical,disc_diffusion,Salmonella enterica,Azithromycin,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7012269/,81.389,1,0.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Bacteria,Salmonella enterica,pathogenic,n,42.0,37,food,14.19764617,-1.79881469,49.61538462,748.996,16.7136456,3.054242615,2.174897674,0.0,5.969305288,0.0,20.7712116,38.07696327,17.75371814,0.0,41.5424232,51.71404701,7.118818455,0,0,0,0,14.08383899,20.0,14.0
200,ZnO,green_synthesis using Ulva fasciata ,Chloramphenicol,Benzene derivatives,30.0,10000.0,187.0,spherical,disc_diffusion,Salmonella enterica,Chloramphenicol,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7012269/,81.389,1,0.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Bacteria,Salmonella enterica,pathogenic,n,42.0,37,food,11.30478637,-1.325823356,13.85,323.132,35.53916853,2.431670248,2.82115815,11.594566,0.0,0.0,23.20187978,12.13273414,10.11431827,0.0,0.0,0.0,0.0,0,0,2,0,14.08383899,27.0,14.0
201,Ag,green_synthesis by Klebsiella pneumoniae,Amoxicillin,Lactams,10.0,10.0,22.5,spherical,disc_diffusion,Staphylococcus aureus,Amoxicillin,https://www.sciencedirect.com/science/article/abs/pii/S1549963407000469,107.868,0,0.0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Bacteria,Staphylococcus aureus,pathogenic,p,36.0,37,skin,12.3475389,-1.056554474,28.04,365.411,32.16690631,2.80360909,1.704346484,0.0,5.969305288,0.0,12.13273414,4.747022453,0.0,0.0,13.8474744,0.0,0.0,0,0,0,0,14.98415611,7.5,14.0
202,Ag,green_synthesis by Klebsiella pneumoniae,Erythromycin,Organooxygen compounds,5.0,10.0,22.5,spherical,disc_diffusion,Staphylococcus aureus,Erythromycin,https://www.sciencedirect.com/science/article/abs/pii/S1549963407000469,107.868,0,0.0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Bacteria,Staphylococcus aureus,pathogenic,p,36.0,37,skin,14.07322487,-1.994405755,49.74509804,733.937,16.71366525,3.051689271,2.183066335,0.0,5.969305288,0.0,27.6949488,37.32617813,23.67162418,0.0,41.5424232,25.9189909,5.176381084,0,0,0,0,14.98415611,10.0,14.0
203,Fe3O4,chemical_synthesis by controlled precipitation of iron chloride salts,Gentamicin,Aminoglycoside ,34.0,500.0,14.0,spherical,well_diffusion,Bacillus subtilis,Gentamicin,https://iopscience.iop.org/article/10.1088/2053-1591/aa8652/meta#mrxaa8652s2,231.531,4,0.144587936,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacteria,Bacillus subtilis,non-pathogenic,p,7.08,30,soil,11.12947795,-1.286897326,50.18181818,477.603,16.71320241,2.756468014,1.684740507,0.0,0.0,0.0,0.0,18.12552249,0.0,0.0,13.97140918,13.97140918,3.492765241,1,0,0,0,15.14193548,17.4972455,14.0
204,ZnO,green_synthesis from Cassia auriculata Leaf Extract,Cefpirome,Lactams,30.0,5000.0,68.64,spherical,disc_diffusion,Escherichia coli,Cefpirome,https://link.springer.com/article/10.1007/s12668-017-0463-6,81.389,1,0.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Bacteria,Escherichia coli,pathogenic,n,84.0,37,urine,13.013758,-1.406309312,21.34285714,514.589,32.16668103,3.49471598,1.361543008,11.81435946,0.0,4.567099648,5.155712727,34.75666109,0.0,0.0,5.38006277,12.26321064,1.286528462,1,1,0,0,17.04587536,13.0,14.0
205,Fe3O4,chemical_synthesis by controlled precipitation of iron chloride salts,Gentamicin,Aminoglycoside ,34.0,100.0,14.0,spherical,well_diffusion,Pseudomonas aeruginosa,Gentamicin,https://iopscience.iop.org/article/10.1088/2053-1591/aa8652/meta#mrxaa8652s2,231.531,4,0.144587936,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Bacteria,Pseudomonas aeruginosa,opportunistic pathogen,n,48.0,37,soil,11.12947795,-1.286897326,50.18181818,477.603,16.71320241,2.756468014,1.684740507,0.0,0.0,0.0,0.0,18.12552249,0.0,0.0,13.97140918,13.97140918,3.492765241,1,0,0,0,19.08686613,25.42355331,14.0
206,Ag,green_synthesis using extract of corn leaves,Rifampicin,Macrolactams,5.0,25.0,45.26,spherical,disc_diffusion,Staphylococcus aureus,Rifampicin,https://www.frontiersin.org/articles/10.3389/fmicb.2017.00167/full,107.868,0,0.0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Bacteria,Staphylococcus aureus,pathogenic,p,36.0,37,skin,14.42562962,-2.042566018,32.06779661,822.953,16.70616735,3.461567498,1.703590875,11.69042468,11.75641644,5.101407526,45.92300912,87.33070199,30.59536138,10.77244843,44.85590154,7.047671983,3.420644351,0,0,0,2,16.47813882,29.2726039,14.33
207,ZnO,green_synthesis from Cassia auriculata Leaf Extract,Cefpirome,Lactams,30.0,5000.0,68.64,spherical,disc_diffusion,Salmonella typhimurium,Cefpirome,https://link.springer.com/article/10.1007/s12668-017-0463-6,81.389,1,0.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Bacteria,Salmonella enterica subsp. enterica serovar Typhimurium,pathogenic,n,39.0,37,meat,13.013758,-1.406309312,21.34285714,514.589,32.16668103,3.49471598,1.361543008,11.81435946,0.0,4.567099648,5.155712727,34.75666109,0.0,0.0,5.38006277,12.26321064,1.286528462,1,1,0,0,14.28492992,22.0,14.5
208,ZnO,green_synthesis from Cassia auriculata Leaf Extract,Amoxycillin,Lactams,10.0,5000.0,68.64,spherical,disc_diffusion,Staphylococcus aureus,Amoxycillin,https://link.springer.com/article/10.1007/s12668-017-0463-6,81.389,1,0.0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Bacteria,Staphylococcus aureus,pathogenic,p,36.0,37,skin,12.3475389,-1.056554474,28.04,365.411,32.16690631,2.80360909,1.704346484,0.0,5.969305288,0.0,12.13273414,4.747022453,0.0,0.0,13.8474744,0.0,0.0,0,0,0,0,15.92579366,13.0,14.5
209,Ag,chem_synthesis_reduction_by_D_glucose,Erythromycin,Organooxygen compounds,15.0,100.0,10.0,spherical,disc_diffusion,Bacillus cereus,Erythromycin,https://www.sciencedirect.com/science/article/abs/pii/S0144861716313571?via%3Dihub,107.868,0,0.0,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacteria,Bacillus cereus,pathogenic,p,10.0,30,food,14.07322487,-1.994405755,49.74509804,733.937,16.71366525,3.051689271,2.183066335,0.0,5.969305288,0.0,27.6949488,37.32617813,23.67162418,0.0,41.5424232,25.9189909,5.176381084,0,0,0,0,10.58966257,12.0,14.67
210,Ag,green_synthesis using Acinetobacter calcoaceticus,Amikacin,Organooxygen compounds,30.0,15.0,10.0,spherical,disc_diffusion,Salmonella typhimurium,Amikacin,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,107.868,0,0.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Bacteria,Salmonella enterica subsp. enterica serovar Typhimurium,pathogenic,n,39.0,37,meat,12.57843074,-1.755830655,47.05,585.608,16.72419483,2.923761602,1.847903729,0.0,0.0,0.0,0.0,12.58659724,0.0,0.0,0.0,0.0,0.0,1,0,0,0,6.859416529,17.0,15.0
211,Ag,green_synthesis using Dioscorea bulbifera tuber extract ,Trimethoprim,phenol ethers,500.0,30.0,13.5,nanorods and triangles,disc_diffusion,Vibrio parahaemolyticus,Trimethoprim,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,107.868,0,0.0,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Bacteria,Vibrio parahaemolyticus,pathogenic,n,16.0,30,water,5.848108466,0.15383521,10.23809524,290.323,16.52993347,2.485378414,2.397562137,0.0,0.0,4.983978521,0.0,18.18111669,0.0,0.0,27.5262362,12.13273414,4.703740547,0,2,0,0,6.925948109,7.0,15.0
212,Ag,green_synthesis using Dioscorea bulbifera tuber extract ,Piperacillin,Carboxylic acids and derivatives,500.0,30.0,13.5,nanorods and triangles,disc_diffusion,Acinetobacter baumannii,Piperacillin,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,107.868,0,0.0,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Acinetobacter,Bacteria,Acinetobacter baumannii,pathogenic,n,36.0,37,urine,13.31949337,-1.261721545,25.69444444,517.564,32.16690711,3.102907875,1.508034016,0.0,23.81477926,0.0,30.33183534,24.38129167,0.0,0.0,51.10304694,0.0,0.0,0,0,0,0,6.927108084,7.0,15.0
213,Ag,green_synthesis using Dioscorea bulbifera tuber extract ,Piperacillin,Carboxylic acids and derivatives,500.0,30.0,13.5,nanorods and triangles,disc_diffusion,Pseudomonas koreensis,Piperacillin,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,107.868,0,0.0,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Bacteria,Pseudomonas koreensis,opportunistic pathogen,n,36.0,30,soil,13.31949337,-1.261721545,25.69444444,517.564,32.16690711,3.102907875,1.508034016,0.0,23.81477926,0.0,30.33183534,24.38129167,0.0,0.0,51.10304694,0.0,0.0,0,0,0,0,7.370877606,7.0,15.0
214,Ag,green_synthesis using Dioscorea bulbifera tuber extract ,Ceftriaxone,Lactams,500.0,30.0,13.5,nanorods and triangles,disc_diffusion,Pseudomonas koreensis,Ceftriaxone,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,107.868,0,0.0,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Bacteria,Pseudomonas koreensis,opportunistic pathogen,n,36.0,30,soil,12.91680492,-1.306214252,19.55555556,554.592,32.16802576,3.266455922,1.507133729,17.6943478,11.52857218,4.983978521,16.91759768,23.93344197,0.0,0.0,0.0,0.0,2.723496797,0,1,0,0,7.370877606,15.0,15.0
215,Ag,green_synthesis using Dioscorea bulbifera tuber extract ,Ceftriaxone,Lactams,500.0,30.0,13.5,nanorods and triangles,disc_diffusion,Haemophilus influenzae,Ceftriaxone,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,107.868,0,0.0,Pseudomonadota,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Haemophilus,Bacteria,Haemophilus influenzae,pathogenic,n,36.0,37,respiratory tract,12.91680492,-1.306214252,19.55555556,554.592,32.16802576,3.266455922,1.507133729,17.6943478,11.52857218,4.983978521,16.91759768,23.93344197,0.0,0.0,0.0,0.0,2.723496797,0,1,0,0,7.590721552,13.0,15.0
216,Ag,green_synthesis using Dioscorea bulbifera tuber extract ,Rifampicin,Macrolactams,500.0,30.0,13.5,nanorods and triangles,disc_diffusion,Pseudomonas aeruginosa,Rifampicin,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,107.868,0,0.0,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Bacteria,Pseudomonas aeruginosa,opportunistic pathogen,n,48.0,37,soil,14.42562962,-2.042566018,32.06779661,822.953,16.70616735,3.461567498,1.703590875,11.69042468,11.75641644,5.101407526,45.92300912,87.33070199,30.59536138,10.77244843,44.85590154,7.047671983,3.420644351,0,0,0,2,7.874260201,15.0,15.0
217,Ag,green_synthesis using Dioscorea bulbifera tuber extract ,Ampicillin,Organoheterocyclic compounds,500.0,30.0,13.5,nanorods and triangles,disc_diffusion,Klebsiella pneumoniae,Ampicillin,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,107.868,0,0.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Bacteria,Klebsiella pneumoniae,opportunistic pathogen,n,48.0,30,respiratory tract,12.33417297,-1.033228263,28.70833333,349.412,32.16690623,2.80395312,1.711293316,0.0,5.969305288,0.0,30.33183534,4.747022453,0.0,0.0,38.11294267,6.066367068,0.0,0,0,0,0,9.201636877,7.0,15.0
218,Ag,green_synthesis using Dioscorea bulbifera tuber extract ,Faropenem,Carboxylic acids and derivatives,500.0,30.0,13.5,nanorods and triangles,disc_diffusion,Klebsiella pneumoniae,Faropenem,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,107.868,0,0.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Bacteria,Klebsiella pneumoniae,opportunistic pathogen,n,48.0,30,respiratory tract,11.97425217,-1.09917328,35.36842105,285.321,32.16671152,2.916462868,1.912371889,0.0,5.969305288,0.0,11.76188495,11.51201848,5.917906046,0.0,6.9237372,0.0,0.0,0,0,0,0,9.201636877,7.0,15.0
219,Ag,green_synthesis using Dioscorea bulbifera tuber extract ,Faropenem,Carboxylic acids and derivatives,500.0,30.0,13.5,nanorods and triangles,disc_diffusion,Proteus mirabilis,Faropenem,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,107.868,0,0.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Morganellaceae,Proteus,Bacteria,Proteus mirabilis,pathogenic,n,48.0,37,urine,11.97425217,-1.09917328,35.36842105,285.321,32.16671152,2.916462868,1.912371889,0.0,5.969305288,0.0,11.76188495,11.51201848,5.917906046,0.0,6.9237372,0.0,0.0,0,0,0,0,9.941607907,15.0,15.0
220,Ag,green_synthesis using Dioscorea bulbifera tuber extract ,Rifampicin,Macrolactams,500.0,30.0,13.5,nanorods and triangles,disc_diffusion,Proteus mirabilis,Rifampicin,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,107.868,0,0.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Morganellaceae,Proteus,Bacteria,Proteus mirabilis,pathogenic,n,48.0,37,urine,14.42562962,-2.042566018,32.06779661,822.953,16.70616735,3.461567498,1.703590875,11.69042468,11.75641644,5.101407526,45.92300912,87.33070199,30.59536138,10.77244843,44.85590154,7.047671983,3.420644351,0,0,0,2,9.941607907,15.0,15.0
221,ZnO,chem_synthesis by sol-gel method,Cefepime,Lactams,30.0,2.0,15.0,spherical,well_diffusion,Escherichia coli,Cefepime,https://link.springer.com/article/10.1007/s11051-012-1413-4,81.389,1,0.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Bacteria,Escherichia coli,pathogenic,n,84.0,37,urine,12.89283297,-1.366845971,24.75,480.572,32.16668081,3.37256128,1.517605262,11.81435946,0.0,0.0,5.155712727,29.54766415,0.0,0.0,5.38006277,0.0,3.393395916,0,1,0,0,10.0,10.0,15.0
222,Ag,green_synthesis using Dioscorea bulbifera tuber extract ,Piperacillin,Carboxylic acids and derivatives,500.0,30.0,13.5,nanorods and triangles,disc_diffusion,Escherichia coli,Piperacillin,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,107.868,0,0.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Bacteria,Escherichia coli,pathogenic,n,84.0,37,urine,13.31949337,-1.261721545,25.69444444,517.564,32.16690711,3.102907875,1.508034016,0.0,23.81477926,0.0,30.33183534,24.38129167,0.0,0.0,51.10304694,0.0,0.0,0,0,0,0,10.10049904,15.0,15.0
223,Ag,green_synthesis using Dioscorea bulbifera tuber extract ,Rifampicin,Macrolactams,500.0,30.0,13.5,nanorods and triangles,disc_diffusion,Escherichia coli,Rifampicin,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,107.868,0,0.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Bacteria,Escherichia coli,pathogenic,n,84.0,37,urine,14.42562962,-2.042566018,32.06779661,822.953,16.70616735,3.461567498,1.703590875,11.69042468,11.75641644,5.101407526,45.92300912,87.33070199,30.59536138,10.77244843,44.85590154,7.047671983,3.420644351,0,0,0,2,10.10049904,15.0,15.0
224,Ag,green_synthesis using Dioscorea bulbifera tuber extract ,Amikacin,Organooxygen compounds,500.0,30.0,13.5,nanorods and triangles,disc_diffusion,Staphylococcus aureus,Amikacin,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,107.868,0,0.0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Bacteria,Staphylococcus aureus,pathogenic,p,36.0,37,skin,12.57843074,-1.755830655,47.05,585.608,16.72419483,2.923761602,1.847903729,0.0,0.0,0.0,0.0,12.58659724,0.0,0.0,0.0,0.0,0.0,1,0,0,0,11.26240853,11.0,15.0
225,Ag,green_synthesis using Dioscorea bulbifera tuber extract ,Piperacillin,Carboxylic acids and derivatives,500.0,30.0,13.5,nanorods and triangles,disc_diffusion,Staphylococcus aureus,Piperacillin,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,107.868,0,0.0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Bacteria,Staphylococcus aureus,pathogenic,p,36.0,37,skin,13.31949337,-1.261721545,25.69444444,517.564,32.16690711,3.102907875,1.508034016,0.0,23.81477926,0.0,30.33183534,24.38129167,0.0,0.0,51.10304694,0.0,0.0,0,0,0,0,11.26240853,15.0,15.0
226,Ag,green_synthesis using Dioscorea bulbifera tuber extract ,Vancomycin,carboxylic acids,500.0,30.0,13.5,nanorods and triangles,disc_diffusion,Staphylococcus aureus,Vancomycin,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,107.868,0,0.0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Bacteria,Staphylococcus aureus,pathogenic,p,36.0,37,skin,16.01721414,-2.345197559,29.43564356,1449.271,35.49679308,0.775398175,1.239428306,0.0,5.969305288,0.0,55.24845539,34.71646842,5.917906046,11.12690298,0.0,13.8474744,1.472308693,0,0,0,0,11.26240853,15.0,15.0
227,Ag,green_synthesis using Acinetobacter calcoaceticus,Tetracycline,Tetracyclines,30.0,15.0,10.0,spherical,disc_diffusion,Pseudomonas aeruginosa,Tetracycline,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,107.868,0,0.0,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Bacteria,Pseudomonas aeruginosa,opportunistic pathogen,n,48.0,37,soil,13.31369504,-2.745033659,34.375,444.44,16.34969918,2.679151582,2.047922027,5.907179729,0.0,0.0,12.13273414,17.40891662,11.83581209,0.0,0.0,0.0,3.062499608,3,0,0,0,11.67010682,18.0,15.0
228,Ag,green_synthesis by Klebsiella pneumoniae,Cephalexin,Lactams,30.0,10.0,22.5,spherical,disc_diffusion,Escherichia coli,Cephalexin,https://www.sciencedirect.com/science/article/abs/pii/S1549963407000469,107.868,0,0.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Bacteria,Escherichia coli,pathogenic,n,84.0,37,urine,12.31056185,-1.127857893,23.12,365.411,32.16663684,2.585085859,2.25e-06,5.907179729,5.969305288,0.0,30.33183534,5.752853607,0.0,0.0,31.18920547,6.066367068,0.0,0,0,0,0,14.73498113,15.0,15.0
229,Ag,green_synthesis  by Bacillus sp.,Gentamicin,Aminoglycoside ,10.0,10.0,28.0,spherical,disc_diffusion,Staphylococcus epidermidis,Gentamicin,https://link.springer.com/article/10.1007/s12010-014-0852-z,107.868,0,0.0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Bacteria,Staphylococcus epidermidis,opportunistic pathogen,p,36.0,37,nose,11.12947795,-1.286897326,50.18181818,477.603,16.71320241,2.756468014,1.684740507,0.0,0.0,0.0,0.0,18.12552249,0.0,0.0,13.97140918,13.97140918,3.492765241,1,0,0,0,15.0,14.0,15.0
230,ZnO,green_synthesis from Cassia auriculata Leaf Extract,Itraconazole,Diazinanes,30.0,5000.0,68.64,spherical,disc_diffusion,Candida glabrata,Itraconazole,https://link.springer.com/article/10.1007/s12668-017-0463-6,81.389,1,0.0,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Nakaseomyces,Eukaryota,Nakaseomyces glabratus,opportunistic pathogen,f,36.0,37,blood,12.80151582,-1.158501335,20.12244898,705.647,35.49683849,3.884754612,0.92529827,0.0,5.689743398,10.19736362,36.19198405,48.13988298,0.0,5.687386275,34.03627687,44.17930974,0.0,0,0,0,0,15.75178515,19.5,15.0
231,ZnO,green_synthesis from Cassia auriculata Leaf Extract,Cefpirome,Lactams,30.0,5000.0,68.64,spherical,disc_diffusion,Bacillus subtilis,Cefpirome,https://link.springer.com/article/10.1007/s12668-017-0463-6,81.389,1,0.0,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacteria,Bacillus subtilis,non-pathogenic,p,7.08,30,soil,13.013758,-1.406309312,21.34285714,514.589,32.16668103,3.49471598,1.361543008,11.81435946,0.0,4.567099648,5.155712727,34.75666109,0.0,0.0,5.38006277,12.26321064,1.286528462,1,1,0,0,16.37205759,9.0,15.0
232,Ag,green_synthesis  by Bacillus sp.,Erythromycin,Organooxygen compounds,15.0,10.0,28.0,spherical,disc_diffusion,Staphylococcus aureus,Erythromycin,https://link.springer.com/article/10.1007/s12010-014-0852-z,107.868,0,0.0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Bacteria,Staphylococcus aureus,pathogenic,p,36.0,37,skin,14.07322487,-1.994405755,49.74509804,733.937,16.71366525,3.051689271,2.183066335,0.0,5.969305288,0.0,27.6949488,37.32617813,23.67162418,0.0,41.5424232,25.9189909,5.176381084,0,0,0,0,18.0,10.0,15.0
