,NP,NP_Synthesis,shape,method,Bacteria,time (hr),Phylum,Class,Order,Family,Superkingdom,bac_type,gram,isolated_from,NP_concentration (μg/ml),NP size_min (nm),NP size_max (nm),Valance_electron,amw,lipinskiHBA,NumHBA,chi0v,kappa1,"min_Incub_period, h","growth_temp, C",biosafety_level,reference,ZOI_NP (mm)
333,Au,chem_synthesis using hydrogen tetrachloroaureate,spherical,well_diffusion,Escherichia coli,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Bacteria,pathogenic,n,urine,0.3,20.0,40.0,11,196.967,0,0,2.46797672,1.74025974,48.0,37.0,2.0,https://www.mdpi.com/2079-4991/6/4/71,10.0
334,Au,chem_synthesis using hydrogen tetrachloroaureate,spherical,well_diffusion,Escherichia coli,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Bacteria,pathogenic,n,urine,1.0,20.0,40.0,11,196.967,0,0,2.46797672,1.74025974,48.0,37.0,2.0,https://www.mdpi.com/2079-4991/6/4/71,28.0
335,Au,chem_synthesis using hydrogen tetrachloroaureate,spherical,well_diffusion,Escherichia coli,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Bacteria,pathogenic,n,urine,2.0,20.0,40.0,11,196.967,0,0,2.46797672,1.74025974,48.0,37.0,2.0,https://www.mdpi.com/2079-4991/6/4/71,31.0
336,Ag,green_synthesis from fungus,spherical,well_diffusion,Escherichia coli,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Bacteria,pathogenic,n,urine,1000.0,8.0,20.0,11,107.868,0,0,1.78376517,1.74025974,48.0,37.0,2.0,https://www.sciencedirect.com/science/article/pii/S0944501315300136,14.27
337,Ag,green_synthesis from fungus,spherical,well_diffusion,Pseudomonas aeruginosa,24.0,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Bacteria,opportunistic pathogen,n,soil,1000.0,8.0,20.0,11,107.868,0,0,1.78376517,1.74025974,24.0,37.0,2.0,https://www.sciencedirect.com/science/article/pii/S0944501315300136,17.13
338,Ag,green_synthesis from fungus,spherical,well_diffusion,Klebsiella pneumoniae,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Bacteria,opportunistic pathogen,n,respiratory tract,1000.0,8.0,20.0,11,107.868,0,0,1.78376517,1.74025974,24.0,30.0,2.0,https://www.sciencedirect.com/science/article/pii/S0944501315300136,16.13
339,Ag,green_synthesis from fungus,spherical,well_diffusion,Enterococcus faecalis,24.0,Bacillota,Bacilli,Lactobacillales,Enterococcaceae,Bacteria,pathogenic,p,urine,1000.0,8.0,20.0,11,107.868,0,0,1.78376517,1.74025974,24.0,37.0,2.0,https://www.sciencedirect.com/science/article/pii/S0944501315300136,19.47
340,Ag,green_synthesis from fungus,spherical,well_diffusion,Bacillus subtilis,24.0,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacteria,non-pathogenic,p,soil,1000.0,8.0,20.0,11,107.868,0,0,1.78376517,1.74025974,0.16,30.0,1.0,https://www.sciencedirect.com/science/article/pii/S0944501315300136,16.43
341,Ag,green_synthesis from fungus,spherical,well_diffusion,Staphylococcus aureus,24.0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Bacteria,pathogenic,p,skin,1000.0,8.0,20.0,11,107.868,0,0,1.78376517,1.74025974,24.0,37.0,2.0,https://www.sciencedirect.com/science/article/pii/S0944501315300136,16.15
342,Ag,green_synthesis from fungus,spherical,well_diffusion,Staphylococcus aureus,24.0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Bacteria,pathogenic,p,skin,1000.0,8.0,20.0,11,107.868,0,0,1.78376517,1.74025974,24.0,37.0,2.0,https://www.sciencedirect.com/science/article/pii/S0944501315300136,14.27
343,Ag,green_synthesis from fungus,spherical,well_diffusion,Candida albicans,24.0,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Eukaryota,pathogenic,f,mouth,1000.0,8.0,20.0,11,107.868,0,0,1.78376517,1.74025974,48.0,37.0,2.0,https://www.sciencedirect.com/science/article/pii/S0944501315300136,18.13
344,Au,green_synthesis from A. comosus extract,spherical,disc_diffusion,Pseudomonas aeruginosa,24.0,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Bacteria,opportunistic pathogen,n,soil,5.0,5.0,20.0,11,196.967,0,0,2.46797672,1.74025974,24.0,37.0,2.0,https://www.sciencedirect.com/science/article/pii/S0167577X14001244,14.9
345,Au,green_synthesis from A. comosus extract,spherical,disc_diffusion,Staphylococcus aureus,24.0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Bacteria,pathogenic,p,skin,5.0,5.0,20.0,11,196.967,0,0,2.46797672,1.74025974,24.0,37.0,2.0,https://www.sciencedirect.com/science/article/pii/S0167577X14001245,16.7
346,Au,green_synthesis from A. comosus extract,spherical,disc_diffusion,Pseudomonas aeruginosa,24.0,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Bacteria,opportunistic pathogen,n,soil,10.0,5.0,20.0,11,196.967,0,0,2.46797672,1.74025974,24.0,37.0,2.0,https://www.sciencedirect.com/science/article/pii/S0167577X14001246,27.9
347,Au,green_synthesis from A. comosus extract,spherical,disc_diffusion,Staphylococcus aureus,24.0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Bacteria,pathogenic,p,skin,10.0,5.0,20.0,11,196.967,0,0,2.46797672,1.74025974,24.0,37.0,2.0,https://www.sciencedirect.com/science/article/pii/S0167577X14001247,24.0
348,Au,green_synthesis by Deinococcus radiodurans,spherical and triangular,disc_diffusion,Escherichia coli,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Bacteria,pathogenic,n,urine,80.0,43.75,90.0,11,196.967,0,0,2.46797672,1.74025974,48.0,37.0,2.0,https://www.tandfonline.com/doi/full/10.2147/IJN.S119618,9.21
349,Au,green_synthesis by Deinococcus radiodurans,spherical and triangular,disc_diffusion,Staphylococcus aureus,24.0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Bacteria,pathogenic,p,skin,80.0,43.75,90.0,11,196.967,0,0,2.46797672,1.74025974,24.0,37.0,2.0,https://www.tandfonline.com/doi/full/10.2147/IJN.S119618,8.95
350,Au,green_synthesis using Olea europaea and Acacia nilotica,spherical,disc_diffusion,Escherichia coli,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Bacteria,pathogenic,n,urine,0.2,45.0,45.0,11,196.967,0,0,2.46797672,1.74025974,48.0,37.0,2.0,https://www.sciencedirect.com/science/article/pii/S0167577X19312327#f0015,11.2
351,Au,green_synthesis using Olea europaea and Acacia nilotica,spherical,disc_diffusion,Klebsiella pneumoniae,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Bacteria,opportunistic pathogen,n,respiratory tract,0.2,45.0,45.0,11,196.967,0,0,2.46797672,1.74025974,24.0,30.0,2.0,https://www.sciencedirect.com/science/article/pii/S0167577X19312327#f0015,10.25
352,Au,green_synthesis using Olea europaea and Acacia nilotica,spherical,disc_diffusion,Pseudomonas aeruginosa,24.0,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Bacteria,opportunistic pathogen,n,soil,0.2,45.0,45.0,11,196.967,0,0,2.46797672,1.74025974,24.0,37.0,2.0,https://www.sciencedirect.com/science/article/pii/S0167577X19312327#f0015,8.0
353,Au,green_synthesis using Olea europaea and Acacia nilotica,spherical,disc_diffusion,Bacillus subtilis,24.0,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacteria,non-pathogenic,p,soil,0.2,45.0,45.0,11,196.967,0,0,2.46797672,1.74025974,0.16,30.0,1.0,https://www.sciencedirect.com/science/article/pii/S0167577X19312327#f0015,9.0
354,Au,green_synthesis using Olea europaea and Acacia nilotica,spherical,disc_diffusion,Escherichia coli,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Bacteria,pathogenic,n,urine,1.0,45.0,45.0,11,196.967,0,0,2.46797672,1.74025974,48.0,37.0,2.0,https://www.sciencedirect.com/science/article/pii/S0167577X19312327#f0015,13.0
355,Au,green_synthesis using Olea europaea and Acacia nilotica,spherical,disc_diffusion,Klebsiella pneumoniae,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Bacteria,opportunistic pathogen,n,respiratory tract,1.0,45.0,45.0,11,196.967,0,0,2.46797672,1.74025974,24.0,30.0,2.0,https://www.sciencedirect.com/science/article/pii/S0167577X19312327#f0015,11.0
356,Au,green_synthesis using Olea europaea and Acacia nilotica,spherical,disc_diffusion,Pseudomonas aeruginosa,24.0,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Bacteria,opportunistic pathogen,n,soil,1.0,45.0,45.0,11,196.967,0,0,2.46797672,1.74025974,24.0,37.0,2.0,https://www.sciencedirect.com/science/article/pii/S0167577X19312327#f0015,6.0
357,Au,green_synthesis using Olea europaea and Acacia nilotica,spherical,disc_diffusion,Bacillus subtilis,24.0,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacteria,non-pathogenic,p,soil,1.0,45.0,45.0,11,196.967,0,0,2.46797672,1.74025974,0.16,30.0,1.0,https://www.sciencedirect.com/science/article/pii/S0167577X19312327#f0015,8.0
358,Au,green_synthesis using Olea europaea and Acacia nilotica,spherical,disc_diffusion,Escherichia coli,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Bacteria,pathogenic,n,urine,2.0,45.0,45.0,11,196.967,0,0,2.46797672,1.74025974,48.0,37.0,2.0,https://www.sciencedirect.com/science/article/pii/S0167577X19312327#f0015,14.0
359,Au,green_synthesis using Olea europaea and Acacia nilotica,spherical,disc_diffusion,Klebsiella pneumoniae,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Bacteria,opportunistic pathogen,n,respiratory tract,2.0,45.0,45.0,11,196.967,0,0,2.46797672,1.74025974,24.0,30.0,2.0,https://www.sciencedirect.com/science/article/pii/S0167577X19312327#f0015,12.2
361,Au,green_synthesis using Olea europaea and Acacia nilotica,spherical,disc_diffusion,Bacillus subtilis,24.0,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacteria,non-pathogenic,p,soil,2.0,45.0,45.0,11,196.967,0,0,2.46797672,1.74025974,0.16,30.0,1.0,https://www.sciencedirect.com/science/article/pii/S0167577X19312327#f0015,6.0
362,Au,green_synthesis using L. rhinocerotis extracts,spherical,well_diffusion,Staphylococcus aureus,24.0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Bacteria,pathogenic,p,skin,500.0,54.4,110.4,11,196.967,0,0,2.46797672,1.74025974,24.0,37.0,2.0,https://www.sciencedirect.com/science/article/pii/S1319016418305772#f0025,12.9
363,Au,green_synthesis using L. rhinocerotis extracts,spherical,well_diffusion,Staphylococcus aureus,24.0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Bacteria,pathogenic,p,skin,250.0,57.1,68.7,11,196.967,0,0,2.46797672,1.74025974,24.0,37.0,2.0,https://www.sciencedirect.com/science/article/pii/S1319016418305772#f0025,12.0
364,Au,green_synthesis using L. rhinocerotis extracts,spherical,well_diffusion,Staphylococcus aureus,24.0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Bacteria,pathogenic,p,skin,125.0,42.8,56.2,11,196.967,0,0,2.46797672,1.74025974,24.0,37.0,2.0,https://www.sciencedirect.com/science/article/pii/S1319016418305772#f0025,11.4
365,Au,green_synthesis using L. rhinocerotis extracts,spherical,well_diffusion,Pseudomonas aeruginosa,24.0,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Bacteria,opportunistic pathogen,n,soil,500.0,54.4,110.4,11,196.967,0,0,2.46797672,1.74025974,24.0,37.0,2.0,https://www.sciencedirect.com/science/article/pii/S1319016418305772#f0025,15.2
366,Au,green_synthesis using L. rhinocerotis extracts,spherical,well_diffusion,Pseudomonas aeruginosa,24.0,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Bacteria,opportunistic pathogen,n,soil,250.0,57.1,68.7,11,196.967,0,0,2.46797672,1.74025974,24.0,37.0,2.0,https://www.sciencedirect.com/science/article/pii/S1319016418305772#f0025,16.0
367,Au,green_synthesis using L. rhinocerotis extracts,spherical,well_diffusion,Pseudomonas aeruginosa,24.0,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Bacteria,opportunistic pathogen,n,soil,125.0,42.8,56.2,11,196.967,0,0,2.46797672,1.74025974,24.0,37.0,2.0,https://www.sciencedirect.com/science/article/pii/S1319016418305772#f0025,15.4
368,Au,green_synthesis using L. rhinocerotis extracts,spherical,well_diffusion,Escherichia coli,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Bacteria,pathogenic,n,urine,500.0,54.4,110.4,11,196.967,0,0,2.46797672,1.74025974,48.0,37.0,2.0,https://www.sciencedirect.com/science/article/pii/S1319016418305772#f0025,15.3
369,Au,green_synthesis using L. rhinocerotis extracts,spherical,well_diffusion,Escherichia coli,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Bacteria,pathogenic,n,urine,250.0,57.1,68.7,11,196.967,0,0,2.46797672,1.74025974,48.0,37.0,2.0,https://www.sciencedirect.com/science/article/pii/S1319016418305772#f0025,12.3
370,Au,green_synthesis using L. rhinocerotis extracts,spherical,well_diffusion,Escherichia coli,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Bacteria,pathogenic,n,urine,125.0,42.8,56.2,11,196.967,0,0,2.46797672,1.74025974,48.0,37.0,2.0,https://www.sciencedirect.com/science/article/pii/S1319016418305772#f0025,14.7
371,Au,green_synthesis using L. rhinocerotis extracts,spherical,well_diffusion,Staphylococcus aureus,24.0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Bacteria,pathogenic,p,skin,250.0,93.2,115.6,11,196.967,0,0,2.46797672,1.74025974,24.0,37.0,2.0,https://www.sciencedirect.com/science/article/pii/S1319016418305772#f0025,11.2
372,Au,green_synthesis using L. rhinocerotis extracts,spherical,well_diffusion,Staphylococcus aureus,24.0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Bacteria,pathogenic,p,skin,125.0,56.9,103.7,11,196.967,0,0,2.46797672,1.74025974,24.0,37.0,2.0,https://www.sciencedirect.com/science/article/pii/S1319016418305772#f0025,11.2
373,Au,green_synthesis using L. rhinocerotis extracts,spherical,well_diffusion,Pseudomonas aeruginosa,24.0,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Bacteria,opportunistic pathogen,n,soil,250.0,93.2,115.6,11,196.967,0,0,2.46797672,1.74025974,24.0,37.0,2.0,https://www.sciencedirect.com/science/article/pii/S1319016418305772#f0025,13.0
374,Au,green_synthesis using L. rhinocerotis extracts,spherical,well_diffusion,Pseudomonas aeruginosa,24.0,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Bacteria,opportunistic pathogen,n,soil,125.0,56.9,103.7,11,196.967,0,0,2.46797672,1.74025974,24.0,37.0,2.0,https://www.sciencedirect.com/science/article/pii/S1319016418305772#f0025,14.0
375,Au,green_synthesis using L. rhinocerotis extracts,spherical,well_diffusion,Escherichia coli,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Bacteria,pathogenic,n,urine,250.0,93.2,115.6,11,196.967,0,0,2.46797672,1.74025974,48.0,37.0,2.0,https://www.sciencedirect.com/science/article/pii/S1319016418305772#f0025,12.3
376,Au,green_synthesis using L. rhinocerotis extracts,spherical,well_diffusion,Escherichia coli,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Bacteria,pathogenic,n,urine,125.0,56.9,103.7,11,196.967,0,0,2.46797672,1.74025974,48.0,37.0,2.0,https://www.sciencedirect.com/science/article/pii/S1319016418305772#f0025,12.0
377,Au,green_synthesis using L. rhinocerotis extracts,spherical,well_diffusion,Staphylococcus aureus,24.0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Bacteria,pathogenic,p,skin,200.0,10.0,12.0,11,196.967,0,0,2.46797672,1.74025974,24.0,37.0,2.0,https://www.sciencedirect.com/science/article/pii/S1319016418305772#f0025,7.0
379,Au,green_synthesis using L. rhinocerotis extracts,spherical,well_diffusion,Staphylococcus aureus,24.0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Bacteria,pathogenic,p,skin,400.0,10.0,12.0,11,196.967,0,0,2.46797672,1.74025974,24.0,37.0,2.0,https://www.sciencedirect.com/science/article/pii/S1319016418305772#f0025,6.8
380,Au,green_synthesis using L. rhinocerotis extracts,spherical,well_diffusion,Pseudomonas aeruginosa,24.0,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Bacteria,opportunistic pathogen,n,soil,400.0,10.0,12.0,11,196.967,0,0,2.46797672,1.74025974,24.0,37.0,2.0,https://www.sciencedirect.com/science/article/pii/S1319016418305772#f0025,6.9
381,Au,green_synthesis using L. rhinocerotis extracts,spherical,well_diffusion,Staphylococcus aureus,24.0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Bacteria,pathogenic,p,skin,600.0,10.0,12.0,11,196.967,0,0,2.46797672,1.74025974,24.0,37.0,2.0,https://www.sciencedirect.com/science/article/pii/S1319016418305772#f0025,7.1
382,Au,green_synthesis using L. rhinocerotis extracts,spherical,well_diffusion,Pseudomonas aeruginosa,24.0,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Bacteria,opportunistic pathogen,n,soil,600.0,10.0,12.0,11,196.967,0,0,2.46797672,1.74025974,24.0,37.0,2.0,https://www.sciencedirect.com/science/article/pii/S1319016418305772#f0025,9.9
383,Au,green_synthesis using L. rhinocerotis extracts,spherical,well_diffusion,Staphylococcus aureus,24.0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Bacteria,pathogenic,p,skin,800.0,10.0,12.0,11,196.967,0,0,2.46797672,1.74025974,24.0,37.0,2.0,https://www.sciencedirect.com/science/article/pii/S1319016418305772#f0025,10.5
384,Au,green_synthesis using L. rhinocerotis extracts,spherical,well_diffusion,Pseudomonas aeruginosa,24.0,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Bacteria,opportunistic pathogen,n,soil,800.0,10.0,12.0,11,196.967,0,0,2.46797672,1.74025974,24.0,37.0,2.0,https://www.sciencedirect.com/science/article/pii/S1319016418305772#f0025,9.9
385,Au,green_synthesis using L. rhinocerotis extracts,spherical,well_diffusion,Staphylococcus aureus,24.0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Bacteria,pathogenic,p,skin,1000.0,10.0,12.0,11,196.967,0,0,2.46797672,1.74025974,24.0,37.0,2.0,https://www.sciencedirect.com/science/article/pii/S1319016418305772#f0025,10.7
386,Au,green_synthesis using L. rhinocerotis extracts,spherical,well_diffusion,Pseudomonas aeruginosa,24.0,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Bacteria,opportunistic pathogen,n,soil,1000.0,10.0,12.0,11,196.967,0,0,2.46797672,1.74025974,24.0,37.0,2.0,https://www.sciencedirect.com/science/article/pii/S1319016418305772#f0025,9.9
387,Au,green_synthesis using L. rhinocerotis extracts,spherical,well_diffusion,Staphylococcus aureus,24.0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Bacteria,pathogenic,p,skin,1200.0,10.0,12.0,11,196.967,0,0,2.46797672,1.74025974,24.0,37.0,2.0,https://www.sciencedirect.com/science/article/pii/S1319016418305772#f0025,10.6
388,Au,green_synthesis using L. rhinocerotis extracts,spherical,well_diffusion,Pseudomonas aeruginosa,24.0,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Bacteria,opportunistic pathogen,n,soil,1200.0,10.0,12.0,11,196.967,0,0,2.46797672,1.74025974,24.0,37.0,2.0,https://www.sciencedirect.com/science/article/pii/S1319016418305772#f0025,10.3
390,TiO2,chemical_synthesis by two step sol-gel preparation,spherical,well_diffusion,Streptococcus pneumoniae,24.0,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Bacteria,pathogenic,p,respiratory tract,150.0,6.0,6.0,16,79.865,2,2,2.878049394,3.314285714,24.0,37.0,3.0,https://ietresearch.onlinelibrary.wiley.com/doi/full/10.1049/iet-nbt.2015.0038,6.0
393,TiO2,chemical_synthesis by two step sol-gel preparation,spherical,well_diffusion,Pseudomonas aeruginosa,24.0,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Bacteria,opportunistic pathogen,n,soil,150.0,6.0,6.0,16,79.865,2,2,2.878049394,3.314285714,24.0,37.0,2.0,https://ietresearch.onlinelibrary.wiley.com/doi/full/10.1049/iet-nbt.2015.0038,11.0
396,TiO2,chemical_synthesis by two step sol-gel preparation,spherical,well_diffusion,Staphylococcus aureus,24.0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Bacteria,pathogenic,p,skin,200.0,6.0,6.0,16,79.865,2,2,2.878049394,3.314285714,24.0,37.0,2.0,https://ietresearch.onlinelibrary.wiley.com/doi/full/10.1049/iet-nbt.2015.0038,21.0
397,TiO2,chemical_synthesis by two step sol-gel preparation,spherical,well_diffusion,Streptococcus pneumoniae,24.0,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Bacteria,pathogenic,p,respiratory tract,200.0,6.0,6.0,16,79.865,2,2,2.878049394,3.314285714,24.0,37.0,3.0,https://ietresearch.onlinelibrary.wiley.com/doi/full/10.1049/iet-nbt.2015.0038,19.0
398,TiO2,chemical_synthesis by two step sol-gel preparation,spherical,well_diffusion,Bacillus subtilis,24.0,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacteria,non-pathogenic,p,soil,200.0,6.0,6.0,16,79.865,2,2,2.878049394,3.314285714,0.16,30.0,1.0,https://ietresearch.onlinelibrary.wiley.com/doi/full/10.1049/iet-nbt.2015.0038,14.0
399,TiO2,chemical_synthesis by two step sol-gel preparation,spherical,well_diffusion,Proteus vulgaris,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Morganellaceae,Bacteria,opportunistic pathogen,n,soil,200.0,6.0,6.0,16,79.865,2,2,2.878049394,3.314285714,24.0,30.0,2.0,https://ietresearch.onlinelibrary.wiley.com/doi/full/10.1049/iet-nbt.2015.0038,15.0
400,TiO2,chemical_synthesis by two step sol-gel preparation,spherical,well_diffusion,Pseudomonas aeruginosa,24.0,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Bacteria,opportunistic pathogen,n,soil,200.0,6.0,6.0,16,79.865,2,2,2.878049394,3.314285714,24.0,37.0,2.0,https://ietresearch.onlinelibrary.wiley.com/doi/full/10.1049/iet-nbt.2015.0038,20.0
401,TiO2,chemical_synthesis by two step sol-gel preparation,spherical,well_diffusion,Escherichia coli,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Bacteria,pathogenic,n,urine,200.0,6.0,6.0,16,79.865,2,2,2.878049394,3.314285714,48.0,37.0,2.0,https://ietresearch.onlinelibrary.wiley.com/doi/full/10.1049/iet-nbt.2015.0038,16.0
402,TiO2,chemical_synthesis by two step sol-gel preparation,spherical,well_diffusion,Candida albicans,24.0,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Eukaryota,pathogenic,f,mouth,200.0,6.0,6.0,16,79.865,2,2,2.878049394,3.314285714,48.0,37.0,2.0,https://ietresearch.onlinelibrary.wiley.com/doi/full/10.1049/iet-nbt.2015.0038,22.0
403,TiO2,chemical_synthesis by two step sol-gel preparation,spherical,well_diffusion,Staphylococcus aureus,24.0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Bacteria,pathogenic,p,skin,250.0,6.0,6.0,16,79.865,2,2,2.878049394,3.314285714,24.0,37.0,2.0,https://ietresearch.onlinelibrary.wiley.com/doi/full/10.1049/iet-nbt.2015.0038,23.0
404,TiO2,chemical_synthesis by two step sol-gel preparation,spherical,well_diffusion,Streptococcus pneumoniae,24.0,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Bacteria,pathogenic,p,respiratory tract,250.0,6.0,6.0,16,79.865,2,2,2.878049394,3.314285714,24.0,37.0,3.0,https://ietresearch.onlinelibrary.wiley.com/doi/full/10.1049/iet-nbt.2015.0038,21.0
405,TiO2,chemical_synthesis by two step sol-gel preparation,spherical,well_diffusion,Bacillus subtilis,24.0,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacteria,non-pathogenic,p,soil,250.0,6.0,6.0,16,79.865,2,2,2.878049394,3.314285714,0.16,30.0,1.0,https://ietresearch.onlinelibrary.wiley.com/doi/full/10.1049/iet-nbt.2015.0038,16.0
406,TiO2,chemical_synthesis by two step sol-gel preparation,spherical,well_diffusion,Proteus vulgaris,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Morganellaceae,Bacteria,opportunistic pathogen,n,soil,250.0,6.0,6.0,16,79.865,2,2,2.878049394,3.314285714,24.0,30.0,2.0,https://ietresearch.onlinelibrary.wiley.com/doi/full/10.1049/iet-nbt.2015.0038,19.0
407,TiO2,chemical_synthesis by two step sol-gel preparation,spherical,well_diffusion,Pseudomonas aeruginosa,24.0,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Bacteria,opportunistic pathogen,n,soil,250.0,6.0,6.0,16,79.865,2,2,2.878049394,3.314285714,24.0,37.0,2.0,https://ietresearch.onlinelibrary.wiley.com/doi/full/10.1049/iet-nbt.2015.0038,22.0
408,TiO2,chemical_synthesis by two step sol-gel preparation,spherical,well_diffusion,Escherichia coli,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Bacteria,pathogenic,n,urine,250.0,6.0,6.0,16,79.865,2,2,2.878049394,3.314285714,48.0,37.0,2.0,https://ietresearch.onlinelibrary.wiley.com/doi/full/10.1049/iet-nbt.2015.0038,18.0
409,TiO2,chemical_synthesis by two step sol-gel preparation,spherical,well_diffusion,Candida albicans,24.0,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Eukaryota,pathogenic,f,mouth,250.0,6.0,6.0,16,79.865,2,2,2.878049394,3.314285714,48.0,37.0,2.0,https://ietresearch.onlinelibrary.wiley.com/doi/full/10.1049/iet-nbt.2015.0038,25.0
411,TiO2,chemical_synthesis by two step sol-gel preparation,spherical,well_diffusion,Streptococcus pneumoniae,24.0,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Bacteria,pathogenic,p,respiratory tract,150.0,25.8,25.8,16,79.865,2,2,2.878049394,3.314285714,24.0,37.0,3.0,https://ietresearch.onlinelibrary.wiley.com/doi/full/10.1049/iet-nbt.2015.0038,6.0
416,TiO2,chemical_synthesis by two step sol-gel preparation,spherical,well_diffusion,Candida albicans,24.0,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Eukaryota,pathogenic,f,mouth,150.0,25.8,25.8,16,79.865,2,2,2.878049394,3.314285714,48.0,37.0,2.0,https://ietresearch.onlinelibrary.wiley.com/doi/full/10.1049/iet-nbt.2015.0038,6.0
417,TiO2,chemical_synthesis by two step sol-gel preparation,spherical,well_diffusion,Staphylococcus aureus,24.0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Bacteria,pathogenic,p,skin,200.0,25.8,25.8,16,79.865,2,2,2.878049394,3.314285714,24.0,37.0,2.0,https://ietresearch.onlinelibrary.wiley.com/doi/full/10.1049/iet-nbt.2015.0038,19.0
