,Bacteria,Drug,reference,doi,time (hr),MDR,MDR,MIC_drug (μg/ml),Phylum,Class,Order,Family,Genus,bac_type,gram,"min_Incub_period, h","avg_Incub_period, h","max_Incub_period, h","growth_temp, C",biosafety_level,isolated_from,smile,MaxAbsEStateIndex,MaxEStateIndex,MinAbsEStateIndex,MinEStateIndex,qed,SPS,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,NumRadicalElectrons,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,MinAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,BCUT2D_MWHI,BCUT2D_MWLOW,BCUT2D_CHGHI,BCUT2D_CHGLO,BCUT2D_LOGPHI,BCUT2D_LOGPLOW,BCUT2D_MRHI,BCUT2D_MRLOW,AvgIpc,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,TPSA,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,RingCount,MolLogP,MolMR,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azide,fr_azo,fr_barbitur,fr_benzene,fr_benzodiazepine,fr_bicyclic,fr_diazo,fr_dihydropyridine,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_hdrzone,fr_imidazole,fr_imide,fr_isocyan,fr_isothiocyan,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_morpholine,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_nitroso,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_phos_acid,fr_phos_ester,fr_piperdine,fr_piperzine,fr_priamide,fr_prisulfonamd,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiocyan,fr_thiophene,fr_unbrch_alkane,fr_urea
10,Pseudomonas aeruginosa,Neomycin,https://www.nature.com/articles/srep29982,,,,0,0.0,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,opportunistic pathogen,n,24.0,48.0,72.0,37.0,2.0,soil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,Escherichia coli,Neomycin,https://www.nature.com/articles/srep29982,,,,0,2.5,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,pathogenic,n,48.0,84.0,120.0,37.0,2.0,urine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,Staphylococcus aureus,Tetracycline,https://www.nature.com/articles/srep29982,,,,0,1.25,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,pathogenic,p,24.0,36.0,48.0,37.0,2.0,skin,CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)cccc4[C@@](C)(O)[C@H]3C[C@@H]12,13.31369504,13.31369504,0.134831349,-2.745033659,0.336110462,34.375,444.44,420.248,444.1532657,170.0,0.0,0.255450836,-0.50965062,0.50965062,0.255450836,1.15625,1.78125,2.34375,16.34969918,9.551796936,2.651285643,-2.523626218,2.559896447,-2.646058106,6.244441577,-0.151482772,2.679151582,2.047922027,1148.584975,23.91133089,17.65658511,17.65658511,14.77252126,9.970255028,9.970255028,8.961853969,8.961853969,7.022223248,7.022223248,5.508747012,5.508747012,-3.21,7541988.527,22.00076097,6.644026762,2.478484044,182.4292369,31.26630445,22.84094611,11.38429576,5.783244946,5.907179729,0.0,19.28352128,0.0,0.0,0.0,12.13273414,39.06972135,17.40891662,17.20634313,39.91624853,17.47366962,0.0,4.899909731,17.56947957,30.58850127,14.09534397,51.99054299,0.0,5.749511833,5.733667477,0.0,5.749511833,0.0,73.64445193,15.19012518,11.83581209,29.26599899,40.86364001,0.0,0.0,0.0,181.62,74.9674748,39.91624853,0.0,17.54772461,0.0,0.0,44.1180921,0.0,0.0,0.0,5.733667477,0.0,0.0,39.85973179,55.03620969,-0.653750873,-7.891260886,3.050557292,-0.199982048,1.40266209,3.062499608,0.409090909,32.0,7.0,10.0,3.0,0.0,3.0,1.0,0.0,1.0,9.0,6.0,10.0,2.0,0.0,0.0,0.0,4.0,-0.2144,109.5409,0.0,4.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,Pseudomonas aeruginosa,Tetracycline,https://www.nature.com/articles/srep29982,,,,0,1.25,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,opportunistic pathogen,n,24.0,48.0,72.0,37.0,2.0,soil,CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)cccc4[C@@](C)(O)[C@H]3C[C@@H]12,13.31369504,13.31369504,0.134831349,-2.745033659,0.336110462,34.375,444.44,420.248,444.1532657,170.0,0.0,0.255450836,-0.50965062,0.50965062,0.255450836,1.15625,1.78125,2.34375,16.34969918,9.551796936,2.651285643,-2.523626218,2.559896447,-2.646058106,6.244441577,-0.151482772,2.679151582,2.047922027,1148.584975,23.91133089,17.65658511,17.65658511,14.77252126,9.970255028,9.970255028,8.961853969,8.961853969,7.022223248,7.022223248,5.508747012,5.508747012,-3.21,7541988.527,22.00076097,6.644026762,2.478484044,182.4292369,31.26630445,22.84094611,11.38429576,5.783244946,5.907179729,0.0,19.28352128,0.0,0.0,0.0,12.13273414,39.06972135,17.40891662,17.20634313,39.91624853,17.47366962,0.0,4.899909731,17.56947957,30.58850127,14.09534397,51.99054299,0.0,5.749511833,5.733667477,0.0,5.749511833,0.0,73.64445193,15.19012518,11.83581209,29.26599899,40.86364001,0.0,0.0,0.0,181.62,74.9674748,39.91624853,0.0,17.54772461,0.0,0.0,44.1180921,0.0,0.0,0.0,5.733667477,0.0,0.0,39.85973179,55.03620969,-0.653750873,-7.891260886,3.050557292,-0.199982048,1.40266209,3.062499608,0.409090909,32.0,7.0,10.0,3.0,0.0,3.0,1.0,0.0,1.0,9.0,6.0,10.0,2.0,0.0,0.0,0.0,4.0,-0.2144,109.5409,0.0,4.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,Escherichia coli,Tetracycline,https://www.nature.com/articles/srep29982,,,,0,0.625,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,pathogenic,n,48.0,84.0,120.0,37.0,2.0,urine,CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)cccc4[C@@](C)(O)[C@H]3C[C@@H]12,13.31369504,13.31369504,0.134831349,-2.745033659,0.336110462,34.375,444.44,420.248,444.1532657,170.0,0.0,0.255450836,-0.50965062,0.50965062,0.255450836,1.15625,1.78125,2.34375,16.34969918,9.551796936,2.651285643,-2.523626218,2.559896447,-2.646058106,6.244441577,-0.151482772,2.679151582,2.047922027,1148.584975,23.91133089,17.65658511,17.65658511,14.77252126,9.970255028,9.970255028,8.961853969,8.961853969,7.022223248,7.022223248,5.508747012,5.508747012,-3.21,7541988.527,22.00076097,6.644026762,2.478484044,182.4292369,31.26630445,22.84094611,11.38429576,5.783244946,5.907179729,0.0,19.28352128,0.0,0.0,0.0,12.13273414,39.06972135,17.40891662,17.20634313,39.91624853,17.47366962,0.0,4.899909731,17.56947957,30.58850127,14.09534397,51.99054299,0.0,5.749511833,5.733667477,0.0,5.749511833,0.0,73.64445193,15.19012518,11.83581209,29.26599899,40.86364001,0.0,0.0,0.0,181.62,74.9674748,39.91624853,0.0,17.54772461,0.0,0.0,44.1180921,0.0,0.0,0.0,5.733667477,0.0,0.0,39.85973179,55.03620969,-0.653750873,-7.891260886,3.050557292,-0.199982048,1.40266209,3.062499608,0.409090909,32.0,7.0,10.0,3.0,0.0,3.0,1.0,0.0,1.0,9.0,6.0,10.0,2.0,0.0,0.0,0.0,4.0,-0.2144,109.5409,0.0,4.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,Staphylococcus aureus,Vancomycin,https://www.nature.com/articles/srep29982,,,,0,0.625,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,pathogenic,p,24.0,36.0,48.0,37.0,2.0,skin,CN[C@H](CC(C)C)C(=O)N[C@H]1C(=O)N[C@@H](CC(N)=O)C(=O)N[C@H]2C(=O)N[C@H]3C(=O)N[C@H](C(=O)N[C@H](C(=O)O)c4cc(O)cc(O)c4-c4cc3ccc4O)[C@H](O)c3ccc(c(Cl)c3)Oc3cc2cc(c3O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O[C@H]2C[C@](C)(N)[C@H](O)[C@H](C)O2)Oc2ccc(cc2Cl)[C@H]1O,16.01721414,16.01721414,0.09753108,-2.345197559,0.074348004,29.43564356,1449.271,1373.671,1447.4302,542.0,0.0,0.330440697,-0.507810286,0.507810286,0.330440697,0.712871287,1.316831683,1.900990099,35.49679308,9.860541944,2.514678714,-2.465307714,2.497319323,-2.642288174,6.321583236,-0.33316387,0.775398175,1.239428306,4074.499152,73.53926501,54.32452698,55.83638487,47.65616109,31.62123162,32.37716056,25.71428135,26.52868161,17.77235434,18.36309347,12.49337022,12.94848637,-9.2,1.2e+25,74.48920068,30.16501983,15.81133473,583.8196751,128.1713069,89.47659525,29.93485761,53.38979667,0.0,5.969305288,33.56176029,4.794537184,0.0,0.0,55.24845539,110.0849836,34.71646842,41.32274382,117.8427491,70.52144317,0.0,37.21752023,17.385241,156.2010093,13.65455395,116.725296,0.0,57.12299765,62.89544404,0.0,45.99609467,23.20187978,190.9495316,52.56688633,5.917906046,105.1081264,78.86277189,10.04526663,11.12690298,0.0,530.49,237.1138847,75.03795987,14.38361155,46.22204891,0.0,66.73003775,33.02788052,0.0,13.8474744,37.21752023,63.09039246,38.29771982,14.10406062,116.8103962,130.5068713,8.003711426,-15.98678485,-0.678665174,-18.55014789,5.659418699,1.472308693,0.424242424,101.0,21.0,33.0,0.0,7.0,7.0,5.0,0.0,5.0,25.0,19.0,35.0,13.0,0.0,2.0,2.0,12.0,0.1062,349.2917,1.0,6.0,6.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,8.0,7.0,0.0,0.0,0.0,0.0,7.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,15.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,Pseudomonas aeruginosa,Vancomycin,https://www.nature.com/articles/srep29982,,,,0,0.3125,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,opportunistic pathogen,n,24.0,48.0,72.0,37.0,2.0,soil,CN[C@H](CC(C)C)C(=O)N[C@H]1C(=O)N[C@@H](CC(N)=O)C(=O)N[C@H]2C(=O)N[C@H]3C(=O)N[C@H](C(=O)N[C@H](C(=O)O)c4cc(O)cc(O)c4-c4cc3ccc4O)[C@H](O)c3ccc(c(Cl)c3)Oc3cc2cc(c3O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O[C@H]2C[C@](C)(N)[C@H](O)[C@H](C)O2)Oc2ccc(cc2Cl)[C@H]1O,16.01721414,16.01721414,0.09753108,-2.345197559,0.074348004,29.43564356,1449.271,1373.671,1447.4302,542.0,0.0,0.330440697,-0.507810286,0.507810286,0.330440697,0.712871287,1.316831683,1.900990099,35.49679308,9.860541944,2.514678714,-2.465307714,2.497319323,-2.642288174,6.321583236,-0.33316387,0.775398175,1.239428306,4074.499152,73.53926501,54.32452698,55.83638487,47.65616109,31.62123162,32.37716056,25.71428135,26.52868161,17.77235434,18.36309347,12.49337022,12.94848637,-9.2,1.2e+25,74.48920068,30.16501983,15.81133473,583.8196751,128.1713069,89.47659525,29.93485761,53.38979667,0.0,5.969305288,33.56176029,4.794537184,0.0,0.0,55.24845539,110.0849836,34.71646842,41.32274382,117.8427491,70.52144317,0.0,37.21752023,17.385241,156.2010093,13.65455395,116.725296,0.0,57.12299765,62.89544404,0.0,45.99609467,23.20187978,190.9495316,52.56688633,5.917906046,105.1081264,78.86277189,10.04526663,11.12690298,0.0,530.49,237.1138847,75.03795987,14.38361155,46.22204891,0.0,66.73003775,33.02788052,0.0,13.8474744,37.21752023,63.09039246,38.29771982,14.10406062,116.8103962,130.5068713,8.003711426,-15.98678485,-0.678665174,-18.55014789,5.659418699,1.472308693,0.424242424,101.0,21.0,33.0,0.0,7.0,7.0,5.0,0.0,5.0,25.0,19.0,35.0,13.0,0.0,2.0,2.0,12.0,0.1062,349.2917,1.0,6.0,6.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,8.0,7.0,0.0,0.0,0.0,0.0,7.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,15.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,Escherichia coli,Vancomycin,https://www.nature.com/articles/srep29982,,,,0,0.625,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,pathogenic,n,48.0,84.0,120.0,37.0,2.0,urine,CN[C@H](CC(C)C)C(=O)N[C@H]1C(=O)N[C@@H](CC(N)=O)C(=O)N[C@H]2C(=O)N[C@H]3C(=O)N[C@H](C(=O)N[C@H](C(=O)O)c4cc(O)cc(O)c4-c4cc3ccc4O)[C@H](O)c3ccc(c(Cl)c3)Oc3cc2cc(c3O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O[C@H]2C[C@](C)(N)[C@H](O)[C@H](C)O2)Oc2ccc(cc2Cl)[C@H]1O,16.01721414,16.01721414,0.09753108,-2.345197559,0.074348004,29.43564356,1449.271,1373.671,1447.4302,542.0,0.0,0.330440697,-0.507810286,0.507810286,0.330440697,0.712871287,1.316831683,1.900990099,35.49679308,9.860541944,2.514678714,-2.465307714,2.497319323,-2.642288174,6.321583236,-0.33316387,0.775398175,1.239428306,4074.499152,73.53926501,54.32452698,55.83638487,47.65616109,31.62123162,32.37716056,25.71428135,26.52868161,17.77235434,18.36309347,12.49337022,12.94848637,-9.2,1.2e+25,74.48920068,30.16501983,15.81133473,583.8196751,128.1713069,89.47659525,29.93485761,53.38979667,0.0,5.969305288,33.56176029,4.794537184,0.0,0.0,55.24845539,110.0849836,34.71646842,41.32274382,117.8427491,70.52144317,0.0,37.21752023,17.385241,156.2010093,13.65455395,116.725296,0.0,57.12299765,62.89544404,0.0,45.99609467,23.20187978,190.9495316,52.56688633,5.917906046,105.1081264,78.86277189,10.04526663,11.12690298,0.0,530.49,237.1138847,75.03795987,14.38361155,46.22204891,0.0,66.73003775,33.02788052,0.0,13.8474744,37.21752023,63.09039246,38.29771982,14.10406062,116.8103962,130.5068713,8.003711426,-15.98678485,-0.678665174,-18.55014789,5.659418699,1.472308693,0.424242424,101.0,21.0,33.0,0.0,7.0,7.0,5.0,0.0,5.0,25.0,19.0,35.0,13.0,0.0,2.0,2.0,12.0,0.1062,349.2917,1.0,6.0,6.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,8.0,7.0,0.0,0.0,0.0,0.0,7.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,15.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,Salmonella enterica,Amoxicillin,https://pubmed.ncbi.nlm.nih.gov/26832810/,10.1016/j.tvjl.2015.10.032,,,0,1.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,pathogenic,n,12.0,42.0,72.0,37.0,2.0,food,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccc(O)cc3)C(=O)N2[C@H]1C(=O)O,12.3475389,12.3475389,0.060620504,-1.056554474,0.553031528,28.04,365.411,346.259,365.1045417,134.0,0.0,0.327399385,-0.507966625,0.507966625,0.327399385,1.32,1.92,2.48,32.16690631,9.954360607,2.63767902,-2.433848204,2.503089765,-2.706287544,8.013148749,-0.160710191,2.80360909,1.704346484,735.7906646,18.51614338,13.67078637,14.48728295,11.63073484,7.709501693,8.589154505,6.65360828,8.42449342,4.507365694,6.078896289,3.221484744,4.846881334,-2.26,291485.6299,17.55941929,5.921357992,2.827120048,147.9148923,26.1634206,29.24890713,0.0,11.81435946,0.0,5.969305288,9.589074368,4.794537184,0.0,11.76188495,12.13273414,31.54366003,4.747022453,0.0,24.59666634,29.5455497,0.0,10.21669833,5.733667477,42.09389215,0.0,29.82891977,0.0,5.749511833,11.05045608,0.0,5.749511833,11.76188495,55.10120619,14.38361155,0.0,25.45276672,24.26546827,0.0,0.0,0.0,132.96,46.0300825,24.59666634,0.0,5.749511833,5.563451492,0.0,40.92726295,13.8474744,0.0,5.316788604,5.733667477,-0.648104571,1.353017445,37.47009327,20.86400462,6.409240074,-1.937969118,3.205759786,0.0,3.533958493,0.0,0.4375,25.0,5.0,8.0,0.0,2.0,2.0,1.0,0.0,1.0,6.0,4.0,9.0,4.0,0.0,2.0,2.0,3.0,0.0237,90.6937,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,Staphylococcus aureus,Amoxicillin,https://pubmed.ncbi.nlm.nih.gov/26832810/,,,,0,2.0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,pathogenic,p,24.0,36.0,48.0,37.0,2.0,skin,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccc(O)cc3)C(=O)N2[C@H]1C(=O)O,12.3475389,12.3475389,0.060620504,-1.056554474,0.553031528,28.04,365.411,346.259,365.1045417,134.0,0.0,0.327399385,-0.507966625,0.507966625,0.327399385,1.32,1.92,2.48,32.16690631,9.954360607,2.63767902,-2.433848204,2.503089765,-2.706287544,8.013148749,-0.160710191,2.80360909,1.704346484,735.7906646,18.51614338,13.67078637,14.48728295,11.63073484,7.709501693,8.589154505,6.65360828,8.42449342,4.507365694,6.078896289,3.221484744,4.846881334,-2.26,291485.6299,17.55941929,5.921357992,2.827120048,147.9148923,26.1634206,29.24890713,0.0,11.81435946,0.0,5.969305288,9.589074368,4.794537184,0.0,11.76188495,12.13273414,31.54366003,4.747022453,0.0,24.59666634,29.5455497,0.0,10.21669833,5.733667477,42.09389215,0.0,29.82891977,0.0,5.749511833,11.05045608,0.0,5.749511833,11.76188495,55.10120619,14.38361155,0.0,25.45276672,24.26546827,0.0,0.0,0.0,132.96,46.0300825,24.59666634,0.0,5.749511833,5.563451492,0.0,40.92726295,13.8474744,0.0,5.316788604,5.733667477,-0.648104571,1.353017445,37.47009327,20.86400462,6.409240074,-1.937969118,3.205759786,0.0,3.533958493,0.0,0.4375,25.0,5.0,8.0,0.0,2.0,2.0,1.0,0.0,1.0,6.0,4.0,9.0,4.0,0.0,2.0,2.0,3.0,0.0237,90.6937,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
