,NP,NP_Synthesis,NP size_avg (nm),shape,method,Bacteria,Drug,Drug_class,reference,time (hr),Valance_electron,amw,Phylum,Class,Order,Family,Genus,Superkingdom,Species,bac_type,gram,"avg_Incub_period, h","growth_temp, C",isolated_from,MaxAbsEStateIndex,MinEStateIndex,SPS,MolWt,PEOE_VSA13,PEOE_VSA4,PEOE_VSA8,SMR_VSA2,SMR_VSA7,EState_VSA5,EState_VSA6,EState_VSA7,fr_alkyl_halide,fr_allylic_oxid,MIC_NP_log,MIC_drug_log,MIC_drug_NP_log
48,Ag,green_synthesis using Acinetobacter calcoaceticus,10.0,spherical,MIC,Klebsiella aerogenes,Amikacin,Organooxygen compounds,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,20,11,107.868,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Bacteria,Klebsiella aerogenes,opportunistic pathogen,n,36.0,30,water,12.57843074,-1.755830655,47.05,585.608,0.0,0.0,12.58659724,0.0,0.0,0.0,0.0,0.0,0,0,2.618575778,0.0,-4.199705077879927
49,Ag,green_synthesis using Acinetobacter calcoaceticus,10.0,spherical,MIC,Klebsiella aerogenes,Chloramphenicol,Benzene derivatives,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,20,11,107.868,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Bacteria,Klebsiella aerogenes,opportunistic pathogen,n,36.0,30,water,11.30478637,-1.325823356,13.85,323.132,11.594566,0.0,12.13273414,0.0,39.94323803,24.26546827,0.0,0.0,2,0,2.618575778,0.0,-4.199705077879927
50,Ag,green_synthesis using Acinetobacter calcoaceticus,10.0,spherical,MIC,Shigella sonnei,Doxycycline,Tetracyclines,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,20,11,107.868,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Shigella,Bacteria,Shigella sonnei,pathogenic,n,54.0,37,water,13.31702838,-2.89477903,33.33333333,462.455,5.907179729,0.0,11.49101058,0.0,51.99054299,25.06162076,19.05647134,0.0,0,0,2.178163637,0.0,-4.199705077879927
51,Ag,green_synthesis using Acinetobacter calcoaceticus,10.0,spherical,MIC,Salmonella typhimurium,Amikacin,Organooxygen compounds,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,20,11,107.868,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Bacteria,Salmonella enterica subsp. enterica serovar Typhimurium,pathogenic,n,39.0,37,meat,12.57843074,-1.755830655,47.05,585.608,0.0,0.0,12.58659724,0.0,0.0,0.0,0.0,0.0,0,0,2.276696187,0.0,-4.199705077879927
52,Ag,green_synthesis using Acinetobacter calcoaceticus,10.0,spherical,MIC,Staphylococcus aureus,Amikacin,Organooxygen compounds,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,20,11,107.868,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Bacteria,Staphylococcus aureus,pathogenic,p,36.0,37,skin,12.57843074,-1.755830655,47.05,585.608,0.0,0.0,12.58659724,0.0,0.0,0.0,0.0,0.0,0,0,2.20428759,0.0,-4.199705077879927
53,Ag,green_synthesis using Acinetobacter calcoaceticus,10.0,spherical,MIC,Staphylococcus aureus,Kanamycin,Organooxygen compounds,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,20,11,107.868,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Bacteria,Staphylococcus aureus,pathogenic,p,36.0,37,skin,10.93437059,-1.661604858,53.72727273,484.503,0.0,0.0,18.62843806,0.0,0.0,0.0,0.0,0.0,0,0,2.20428759,0.0,-4.199705077879927
54,Ag,green_synthesis using Acinetobacter calcoaceticus,10.0,spherical,MIC,Streptococcus mutans,Tetracycline,Tetracyclines,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,20,11,107.868,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Bacteria,Streptococcus mutans,pathogenic,p,36.0,37,carious dentine,13.31369504,-2.745033659,34.375,444.44,5.907179729,0.0,17.40891662,0.0,51.99054299,44.1180921,0.0,0.0,0,0,2.656361062,0.0,-4.199705077879927
55,Ag,green_synthesis using Acinetobacter calcoaceticus,10.0,spherical,MBC,Escherichia coli,Amikacin,Organooxygen compounds,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,20,11,107.868,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Bacteria,Escherichia coli,pathogenic,n,84.0,37,urine,12.57843074,-1.755830655,47.05,585.608,0.0,0.0,12.58659724,0.0,0.0,0.0,0.0,0.0,0,0,2.781357142,0.0,-4.199705077879927
56,Ag,green_synthesis using Acinetobacter calcoaceticus,10.0,spherical,MBC,Klebsiella aerogenes,Amikacin,Organooxygen compounds,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,20,11,107.868,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Bacteria,Klebsiella aerogenes,opportunistic pathogen,n,36.0,30,water,12.57843074,-1.755830655,47.05,585.608,0.0,0.0,12.58659724,0.0,0.0,0.0,0.0,0.0,0,0,3.263460244,0.0,-4.199705077879927
57,Ag,green_synthesis using Acinetobacter calcoaceticus,10.0,spherical,MBC,Klebsiella aerogenes,Ceftazidime,Lactams,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,20,11,107.868,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Bacteria,Klebsiella aerogenes,opportunistic pathogen,n,36.0,30,water,13.11432809,-1.753218546,19.67567568,546.587,11.81435946,0.0,28.83875504,0.0,52.93692296,30.98942212,29.09352093,6.066367068,0,0,3.263460244,0.0,-4.199705077879927
58,Ag,green_synthesis using Acinetobacter calcoaceticus,10.0,spherical,MBC,Salmonella typhimurium,Amikacin,Organooxygen compounds,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,20,11,107.868,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Bacteria,Salmonella enterica subsp. enterica serovar Typhimurium,pathogenic,n,39.0,37,meat,12.57843074,-1.755830655,47.05,585.608,0.0,0.0,12.58659724,0.0,0.0,0.0,0.0,0.0,0,0,2.82397857,0.0,-4.199705077879927
59,Ag,green_synthesis using Acinetobacter calcoaceticus,10.0,spherical,MBC,Staphylococcus aureus,Amikacin,Organooxygen compounds,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,20,11,107.868,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Bacteria,Staphylococcus aureus,pathogenic,p,36.0,37,skin,12.57843074,-1.755830655,47.05,585.608,0.0,0.0,12.58659724,0.0,0.0,0.0,0.0,0.0,0,0,2.814307325,0.0,-4.199705077879927
60,Ag,green_synthesis using Acinetobacter calcoaceticus,10.0,spherical,MBC,Streptococcus mutans,Tetracycline,Tetracyclines,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,20,11,107.868,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Bacteria,Streptococcus mutans,pathogenic,p,36.0,37,carious dentine,13.31369504,-2.745033659,34.375,444.44,5.907179729,0.0,17.40891662,0.0,51.99054299,44.1180921,0.0,0.0,0,0,2.71735451,0.0,-4.199705077879927
61,Ag,green_synthesis using Acinetobacter calcoaceticus,10.0,spherical,MIC,Shigella sonnei,Tetracycline,Tetracyclines,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,20,11,107.868,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Shigella,Bacteria,Shigella sonnei,pathogenic,n,54.0,37,water,13.31369504,-2.745033659,34.375,444.44,5.907179729,0.0,17.40891662,0.0,51.99054299,44.1180921,0.0,0.0,0,0,2.178163637,0.693147181,-4.199705077879927
62,Ag,green_synthesis using Acinetobacter calcoaceticus,10.0,spherical,MIC,Shigella sonnei,Chloramphenicol,Benzene derivatives,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,20,11,107.868,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Shigella,Bacteria,Shigella sonnei,pathogenic,n,54.0,37,water,11.30478637,-1.325823356,13.85,323.132,11.594566,0.0,12.13273414,0.0,39.94323803,24.26546827,0.0,0.0,2,0,2.178163637,0.693147181,-4.199705077879927
63,Ag,green_synthesis using Acinetobacter calcoaceticus,10.0,spherical,MIC,Salmonella typhimurium,Ceftriaxone,Lactams,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,20,11,107.868,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Bacteria,Salmonella enterica subsp. enterica serovar Typhimurium,pathogenic,n,39.0,37,meat,12.91680492,-1.306214252,19.55555556,554.592,17.6943478,4.983978521,23.93344197,0.0,32.69793869,35.98122018,0.0,0.0,0,0,2.276696187,0.693147181,-4.199705077879927
64,Ag,green_synthesis using Acinetobacter calcoaceticus,10.0,spherical,MIC,Salmonella typhimurium,Doxycycline,Tetracyclines,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,20,11,107.868,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Bacteria,Salmonella enterica subsp. enterica serovar Typhimurium,pathogenic,n,39.0,37,meat,13.31702838,-2.89477903,33.33333333,462.455,5.907179729,0.0,11.49101058,0.0,51.99054299,25.06162076,19.05647134,0.0,0,0,2.276696187,0.693147181,-4.199705077879927
65,Ag,green_synthesis using Acinetobacter calcoaceticus,10.0,spherical,MIC,Salmonella typhimurium,Chloramphenicol,Benzene derivatives,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,20,11,107.868,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Bacteria,Salmonella enterica subsp. enterica serovar Typhimurium,pathogenic,n,39.0,37,meat,11.30478637,-1.325823356,13.85,323.132,11.594566,0.0,12.13273414,0.0,39.94323803,24.26546827,0.0,0.0,2,0,2.276696187,0.693147181,-4.199705077879927
66,Ag,green_synthesis using Acinetobacter calcoaceticus,10.0,spherical,MIC,Streptococcus mutans,Ceftriaxone,Lactams,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,20,11,107.868,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Bacteria,Streptococcus mutans,pathogenic,p,36.0,37,carious dentine,12.91680492,-1.306214252,19.55555556,554.592,17.6943478,4.983978521,23.93344197,0.0,32.69793869,35.98122018,0.0,0.0,0,0,2.656361062,0.693147181,-4.199705077879927
67,Ag,green_synthesis using Acinetobacter calcoaceticus,10.0,spherical,MIC,Streptococcus mutans,Chloramphenicol,Benzene derivatives,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,20,11,107.868,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Bacteria,Streptococcus mutans,pathogenic,p,36.0,37,carious dentine,11.30478637,-1.325823356,13.85,323.132,11.594566,0.0,12.13273414,0.0,39.94323803,24.26546827,0.0,0.0,2,0,2.656361062,0.693147181,-4.199705077879927
68,Ag,green_synthesis using Acinetobacter calcoaceticus,10.0,spherical,MIC,Streptococcus mutans,Trimethoprim,phenol ethers,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,20,11,107.868,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Bacteria,Streptococcus mutans,pathogenic,p,36.0,37,carious dentine,5.848108466,0.15383521,10.23809524,290.323,0.0,4.983978521,18.18111669,0.0,29.45648069,0.0,27.5262362,12.13273414,0,0,2.656361062,0.693147181,-4.199705077879927
69,Ag,green_synthesis using Acinetobacter calcoaceticus,10.0,spherical,MBC,Salmonella typhimurium,Kanamycin,Organooxygen compounds,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,20,11,107.868,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Bacteria,Salmonella enterica subsp. enterica serovar Typhimurium,pathogenic,n,39.0,37,meat,10.93437059,-1.661604858,53.72727273,484.503,0.0,0.0,18.62843806,0.0,0.0,0.0,0.0,0.0,0,0,2.82397857,0.693147181,-4.199705077879927
70,Ag,green_synthesis using Acinetobacter calcoaceticus,10.0,spherical,MBC,Salmonella typhimurium,Ceftazidime,Lactams,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,20,11,107.868,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Bacteria,Salmonella enterica subsp. enterica serovar Typhimurium,pathogenic,n,39.0,37,meat,13.11432809,-1.753218546,19.67567568,546.587,11.81435946,0.0,28.83875504,0.0,52.93692296,30.98942212,29.09352093,6.066367068,0,0,2.82397857,0.693147181,-4.199705077879927
71,Ag,green_synthesis using Acinetobacter calcoaceticus,10.0,spherical,MBC,Streptococcus mutans,Ceftriaxone,Lactams,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,20,11,107.868,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Bacteria,Streptococcus mutans,pathogenic,p,36.0,37,carious dentine,12.91680492,-1.306214252,19.55555556,554.592,17.6943478,4.983978521,23.93344197,0.0,32.69793869,35.98122018,0.0,0.0,0,0,2.71735451,0.693147181,-4.199705077879927
72,Ag,green_synthesis using Acinetobacter calcoaceticus,10.0,spherical,MIC,Acinetobacter baumannii,Tetracycline,Tetracyclines,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,20,11,107.868,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Acinetobacter,Bacteria,Acinetobacter baumannii,pathogenic,n,36.0,37,urine,13.31369504,-2.745033659,34.375,444.44,5.907179729,0.0,17.40891662,0.0,51.99054299,44.1180921,0.0,0.0,0,0,2.405620349,1.386294361,-4.199705077879927
73,Ag,green_synthesis using Acinetobacter calcoaceticus,10.0,spherical,MIC,Acinetobacter baumannii,Trimethoprim,phenol ethers,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,20,11,107.868,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Acinetobacter,Bacteria,Acinetobacter baumannii,pathogenic,n,36.0,37,urine,5.848108466,0.15383521,10.23809524,290.323,0.0,4.983978521,18.18111669,0.0,29.45648069,0.0,27.5262362,12.13273414,0,0,2.405620349,1.386294361,-4.199705077879927
74,Ag,green_synthesis using Acinetobacter calcoaceticus,10.0,spherical,MIC,Salmonella typhimurium,Ampicillin,Organoheterocyclic compounds,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,20,11,107.868,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Bacteria,Salmonella enterica subsp. enterica serovar Typhimurium,pathogenic,n,39.0,37,meat,12.33417297,-1.033228263,28.70833333,349.412,0.0,0.0,4.747022453,0.0,35.89528683,16.66179468,38.11294267,6.066367068,0,0,2.276696187,1.386294361,-4.199705077879927
75,Ag,green_synthesis using Acinetobacter calcoaceticus,10.0,spherical,MIC,Salmonella typhimurium,Tetracycline,Tetracyclines,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,20,11,107.868,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Bacteria,Salmonella enterica subsp. enterica serovar Typhimurium,pathogenic,n,39.0,37,meat,13.31369504,-2.745033659,34.375,444.44,5.907179729,0.0,17.40891662,0.0,51.99054299,44.1180921,0.0,0.0,0,0,2.276696187,1.386294361,-4.199705077879927
76,Ag,green_synthesis using Acinetobacter calcoaceticus,10.0,spherical,MBC,Streptococcus mutans,Trimethoprim,phenol ethers,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,20,11,107.868,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Bacteria,Streptococcus mutans,pathogenic,p,36.0,37,carious dentine,5.848108466,0.15383521,10.23809524,290.323,0.0,4.983978521,18.18111669,0.0,29.45648069,0.0,27.5262362,12.13273414,0,0,2.71735451,1.386294361,-4.199705077879927
77,Ag,green_synthesis using Acinetobacter calcoaceticus,10.0,spherical,MBC,Escherichia coli,Doxycycline,Tetracyclines,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,20,11,107.868,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Bacteria,Escherichia coli,pathogenic,n,84.0,37,urine,13.31702838,-2.89477903,33.33333333,462.455,5.907179729,0.0,11.49101058,0.0,51.99054299,25.06162076,19.05647134,0.0,0,0,2.781357142,2.079441542,-4.199705077879927
78,Ag,green_synthesis using Acinetobacter calcoaceticus,10.0,spherical,MBC,Escherichia coli,Tetracycline,Tetracyclines,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,20,11,107.868,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Bacteria,Escherichia coli,pathogenic,n,84.0,37,urine,13.31369504,-2.745033659,34.375,444.44,5.907179729,0.0,17.40891662,0.0,51.99054299,44.1180921,0.0,0.0,0,0,2.781357142,2.079441542,-4.199705077879927
79,Ag,green_synthesis using Acinetobacter calcoaceticus,10.0,spherical,MIC,Streptococcus mutans,Ceftazidime,Lactams,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,20,11,107.868,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Bacteria,Streptococcus mutans,pathogenic,p,36.0,37,carious dentine,13.11432809,-1.753218546,19.67567568,546.587,11.81435946,0.0,28.83875504,0.0,52.93692296,30.98942212,29.09352093,6.066367068,0,0,2.656361062,2.772588722,-4.199705077879927
80,Ag,green_synthesis using Acinetobacter calcoaceticus,10.0,spherical,MBC,Salmonella typhimurium,Ceftriaxone,Lactams,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,20,11,107.868,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Bacteria,Salmonella enterica subsp. enterica serovar Typhimurium,pathogenic,n,39.0,37,meat,12.91680492,-1.306214252,19.55555556,554.592,17.6943478,4.983978521,23.93344197,0.0,32.69793869,35.98122018,0.0,0.0,0,0,2.82397857,2.772588722,-4.199705077879927
81,Ag,green_synthesis using Acinetobacter calcoaceticus,10.0,spherical,MBC,Salmonella typhimurium,Trimethoprim,phenol ethers,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,20,11,107.868,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Bacteria,Salmonella enterica subsp. enterica serovar Typhimurium,pathogenic,n,39.0,37,meat,5.848108466,0.15383521,10.23809524,290.323,0.0,4.983978521,18.18111669,0.0,29.45648069,0.0,27.5262362,12.13273414,0,0,2.82397857,2.772588722,-4.199705077879927
82,Ag,green_synthesis using Acinetobacter calcoaceticus,10.0,spherical,MBC,Streptococcus mutans,Ceftazidime,Lactams,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,20,11,107.868,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Bacteria,Streptococcus mutans,pathogenic,p,36.0,37,carious dentine,13.11432809,-1.753218546,19.67567568,546.587,11.81435946,0.0,28.83875504,0.0,52.93692296,30.98942212,29.09352093,6.066367068,0,0,2.71735451,2.772588722,-4.199705077879927
83,Ag,green_synthesis using Acinetobacter calcoaceticus,10.0,spherical,MBC,Klebsiella aerogenes,Doxycycline,Tetracyclines,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,20,11,107.868,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Bacteria,Klebsiella aerogenes,opportunistic pathogen,n,36.0,30,water,13.31702838,-2.89477903,33.33333333,462.455,5.907179729,0.0,11.49101058,0.0,51.99054299,25.06162076,19.05647134,0.0,0,0,3.263460244,3.465735903,-4.199705077879927
84,Ag,green_synthesis using Acinetobacter calcoaceticus,10.0,spherical,MBC,Klebsiella aerogenes,Tetracycline,Tetracyclines,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,20,11,107.868,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Bacteria,Klebsiella aerogenes,opportunistic pathogen,n,36.0,30,water,13.31369504,-2.745033659,34.375,444.44,5.907179729,0.0,17.40891662,0.0,51.99054299,44.1180921,0.0,0.0,0,0,3.263460244,3.465735903,-4.199705077879927
85,Ag,green_synthesis using Acinetobacter calcoaceticus,10.0,spherical,MBC,Salmonella typhimurium,Ampicillin,Organoheterocyclic compounds,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,20,11,107.868,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Bacteria,Salmonella enterica subsp. enterica serovar Typhimurium,pathogenic,n,39.0,37,meat,12.33417297,-1.033228263,28.70833333,349.412,0.0,0.0,4.747022453,0.0,35.89528683,16.66179468,38.11294267,6.066367068,0,0,2.82397857,3.465735903,-4.199705077879927
86,Ag,green_synthesis using Acinetobacter calcoaceticus,10.0,spherical,MBC,Shigella sonnei,Doxycycline,Tetracyclines,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,20,11,107.868,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Shigella,Bacteria,Shigella sonnei,pathogenic,n,54.0,37,water,13.31702838,-2.89477903,33.33333333,462.455,5.907179729,0.0,11.49101058,0.0,51.99054299,25.06162076,19.05647134,0.0,0,0,2.868845895,4.158883083,-4.199705077879927
87,Ag,green_synthesis using Acinetobacter calcoaceticus,10.0,spherical,MBC,Salmonella typhimurium,Doxycycline,Tetracyclines,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,20,11,107.868,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Bacteria,Salmonella enterica subsp. enterica serovar Typhimurium,pathogenic,n,39.0,37,meat,13.31702838,-2.89477903,33.33333333,462.455,5.907179729,0.0,11.49101058,0.0,51.99054299,25.06162076,19.05647134,0.0,0,0,2.82397857,4.158883083,-4.199705077879927
88,Ag,green_synthesis using Acinetobacter calcoaceticus,10.0,spherical,MBC,Shigella sonnei,Chloramphenicol,Benzene derivatives,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,20,11,107.868,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Shigella,Bacteria,Shigella sonnei,pathogenic,n,54.0,37,water,11.30478637,-1.325823356,13.85,323.132,11.594566,0.0,12.13273414,0.0,39.94323803,24.26546827,0.0,0.0,2,0,2.868845895,4.852030264,-4.199705077879927
89,Ag,green_synthesis using Acinetobacter calcoaceticus,10.0,spherical,MBC,Salmonella typhimurium,Chloramphenicol,Benzene derivatives,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,20,11,107.868,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Bacteria,Salmonella enterica subsp. enterica serovar Typhimurium,pathogenic,n,39.0,37,meat,11.30478637,-1.325823356,13.85,323.132,11.594566,0.0,12.13273414,0.0,39.94323803,24.26546827,0.0,0.0,2,0,2.82397857,4.852030264,-4.199705077879927
90,Ag,green_synthesis using Acinetobacter calcoaceticus,10.0,spherical,MIC,Salmonella typhimurium,Amoxicillin,Lactams,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,20,11,107.868,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Bacteria,Salmonella enterica subsp. enterica serovar Typhimurium,pathogenic,n,39.0,37,meat,12.3475389,-1.056554474,28.04,365.411,0.0,0.0,4.747022453,0.0,29.82891977,40.92726295,13.8474744,0.0,0,0,2.276696187,2.5348883,-4.199705077879927
91,Ag,green_synthesis using Acinetobacter calcoaceticus,10.0,spherical,MIC,Escherichia coli,Ceftazidime,Lactams,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,20,11,107.868,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Bacteria,Escherichia coli,pathogenic,n,84.0,37,urine,13.11432809,-1.753218546,19.67567568,546.587,11.81435946,0.0,28.83875504,0.0,52.93692296,30.98942212,29.09352093,6.066367068,0,0,2.270968211,-2.079441542,-3.506557897319982
92,Ag,green_synthesis using Acinetobacter calcoaceticus,10.0,spherical,MBC,Escherichia coli,Ceftazidime,Lactams,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,20,11,107.868,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Bacteria,Escherichia coli,pathogenic,n,84.0,37,urine,13.11432809,-1.753218546,19.67567568,546.587,11.81435946,0.0,28.83875504,0.0,52.93692296,30.98942212,29.09352093,6.066367068,0,0,2.781357142,-2.079441542,-3.506557897319982
93,Ag,green_synthesis using Acinetobacter calcoaceticus,10.0,spherical,MIC,Staphylococcus aureus,Ceftazidime,Lactams,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,20,11,107.868,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Bacteria,Staphylococcus aureus,pathogenic,p,36.0,37,skin,13.11432809,-1.753218546,19.67567568,546.587,11.81435946,0.0,28.83875504,0.0,52.93692296,30.98942212,29.09352093,6.066367068,0,0,2.20428759,-2.813410717,-2.8134107167600364
94,Ag,green_synthesis using Acinetobacter calcoaceticus,10.0,spherical,MIC,Staphylococcus aureus,Ceftriaxone,Lactams,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,20,11,107.868,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Bacteria,Staphylococcus aureus,pathogenic,p,36.0,37,skin,12.91680492,-1.306214252,19.55555556,554.592,17.6943478,4.983978521,23.93344197,0.0,32.69793869,35.98122018,0.0,0.0,0,0,2.20428759,-2.079441542,-2.8134107167600364
95,Ag,green_synthesis using Acinetobacter calcoaceticus,10.0,spherical,MIC,Staphylococcus aureus,Trimethoprim,phenol ethers,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,20,11,107.868,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Bacteria,Staphylococcus aureus,pathogenic,p,36.0,37,skin,5.848108466,0.15383521,10.23809524,290.323,0.0,4.983978521,18.18111669,0.0,29.45648069,0.0,27.5262362,12.13273414,0,0,2.20428759,-1.386294361,-2.8134107167600364
96,Ag,green_synthesis using Acinetobacter calcoaceticus,10.0,spherical,MBC,Staphylococcus aureus,Ceftazidime,Lactams,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,20,11,107.868,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Bacteria,Staphylococcus aureus,pathogenic,p,36.0,37,skin,13.11432809,-1.753218546,19.67567568,546.587,11.81435946,0.0,28.83875504,0.0,52.93692296,30.98942212,29.09352093,6.066367068,0,0,2.814307325,-0.693147181,-2.8134107167600364
