,NP,NP_Synthesis,NP size_avg (nm),shape,method,Bacteria,Drug,reference,time (hr),MDR,amw,Phylum,Class,Order,Family,Genus,Superkingdom,Species,bac_type,gram,"min_Incub_period, h","growth_temp, C",isolated_from,MaxAbsEStateIndex,MinEStateIndex,SPS,MolWt,PEOE_VSA11,PEOE_VSA13,PEOE_VSA4,PEOE_VSA8,SMR_VSA2,SMR_VSA7,SlogP_VSA8,EState_VSA6,EState_VSA7,fr_alkyl_halide,fr_allylic_oxid,MIC_NP_log,Drug_class,MIC_drug_log,MIC_drug_NP_log
101,Ag,green_synthesis using Acinetobacter calcoaceticus,10.0,spherical,MIC,Klebsiella aerogenes,Amikacin,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,20,0,107.868,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Bacteria,Klebsiella aerogenes,opportunistic pathogen,n,24.0,30,water,12.57843074,-1.755830655,47.05,585.608,12.58005346,0.0,0.0,12.58659724,0.0,0.0,0.0,0.0,0.0,0,0,2.393366377,Organooxygen compounds,0.0,-4.199705077879927
102,Ag,green_synthesis using Acinetobacter calcoaceticus,10.0,spherical,MIC,Klebsiella aerogenes,Gentamicin,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,20,0,107.868,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Bacteria,Klebsiella aerogenes,opportunistic pathogen,n,24.0,30,water,11.12947795,-1.286897326,50.18181818,477.603,12.58005346,0.0,0.0,18.12552249,0.0,0.0,0.0,13.97140918,13.97140918,0,0,2.393366377,Aminoglycoside ,-1.3862943611198906,-4.199705077879927
103,Ag,green_synthesis using Acinetobacter calcoaceticus,10.0,spherical,MIC,Klebsiella aerogenes,Kanamycin,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,20,1,107.868,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Bacteria,Klebsiella aerogenes,opportunistic pathogen,n,24.0,30,water,10.93437059,-1.661604858,53.72727273,484.503,12.58005346,0.0,0.0,18.62843806,0.0,0.0,0.0,0.0,0.0,0,0,2.393366377,Organooxygen compounds,4.1588830833596715,-2.0794415416798357
104,Ag,green_synthesis using Acinetobacter calcoaceticus,10.0,spherical,MIC,Klebsiella aerogenes,Amoxicillin,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,20,1,107.868,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Bacteria,Klebsiella aerogenes,opportunistic pathogen,n,24.0,30,water,12.3475389,-1.056554474,28.04,365.411,0.0,0.0,0.0,4.747022453,0.0,29.82891977,0.0,13.8474744,0.0,0,0,2.393366377,Lactams,6.931471805599453,0.6931471805599453
105,Ag,green_synthesis using Acinetobacter calcoaceticus,10.0,spherical,MIC,Klebsiella aerogenes,Ampicillin,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,20,1,107.868,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Bacteria,Klebsiella aerogenes,opportunistic pathogen,n,24.0,30,water,12.33417297,-1.033228263,28.70833333,349.412,0.0,0.0,0.0,4.747022453,0.0,35.89528683,0.0,38.11294267,6.066367068,0,0,2.393366377,Organoheterocyclic compounds,4.852030263919617,-2.0794415416798357
106,Ag,green_synthesis using Acinetobacter calcoaceticus,10.0,spherical,MIC,Klebsiella aerogenes,Ceftazidime,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,20,0,107.868,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Bacteria,Klebsiella aerogenes,opportunistic pathogen,n,24.0,30,water,13.11432809,-1.753218546,19.67567568,546.587,29.78168703,11.81435946,0.0,28.83875504,0.0,52.93692296,0.0,29.09352093,6.066367068,0,0,2.393366377,Lactams,-4.199705077879927,-4.199705077879927
107,Ag,green_synthesis using Acinetobacter calcoaceticus,10.0,spherical,MIC,Klebsiella aerogenes,Ceftriaxone,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,20,0,107.868,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Bacteria,Klebsiella aerogenes,opportunistic pathogen,n,24.0,30,water,12.91680492,-1.306214252,19.55555556,554.592,15.99967996,17.6943478,4.983978521,23.93344197,0.0,32.69793869,0.0,0.0,0.0,0,0,2.393366377,Lactams,-4.199705077879927,-4.199705077879927
108,Ag,green_synthesis using Acinetobacter calcoaceticus,10.0,spherical,MIC,Klebsiella aerogenes,Ciprofloxacin,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,20,0,107.868,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Bacteria,Klebsiella aerogenes,opportunistic pathogen,n,24.0,30,water,14.60768519,-1.27510223,18.125,331.347,0.0,0.0,0.0,43.80393424,0.0,39.93357762,10.90292493,6.066367068,9.467009379,0,0,2.393366377,Quinolines,-4.199705077879927,-4.199705077879927
109,Ag,green_synthesis using Acinetobacter calcoaceticus,10.0,spherical,MIC,Klebsiella aerogenes,Doxycycline,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,20,0,107.868,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Bacteria,Klebsiella aerogenes,opportunistic pathogen,n,24.0,30,water,13.31702838,-2.89477903,33.33333333,462.455,11.38429576,5.907179729,0.0,11.49101058,0.0,51.99054299,0.0,19.05647134,0.0,0,0,2.393366377,Tetracyclines,-0.6931471805599453,-4.199705077879927
110,Ag,green_synthesis using Acinetobacter calcoaceticus,10.0,spherical,MIC,Klebsiella aerogenes,Tetracycline,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,20,0,107.868,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Bacteria,Klebsiella aerogenes,opportunistic pathogen,n,24.0,30,water,13.31369504,-2.745033659,34.375,444.44,11.38429576,5.907179729,0.0,17.40891662,0.0,51.99054299,0.0,0.0,0.0,0,0,2.393366377,Tetracyclines,-1.3862943611198906,-4.199705077879927
111,Ag,green_synthesis using Acinetobacter calcoaceticus,10.0,spherical,MIC,Klebsiella aerogenes,Chloramphenicol,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,20,0,107.868,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Bacteria,Klebsiella aerogenes,opportunistic pathogen,n,24.0,30,water,11.30478637,-1.325823356,13.85,323.132,4.83626969,11.594566,0.0,12.13273414,0.0,39.94323803,0.0,0.0,0.0,2,0,2.393366377,Benzene derivatives,0.0,-4.199705077879927
112,Ag,green_synthesis using Acinetobacter calcoaceticus,10.0,spherical,MIC,Klebsiella aerogenes,Trimethoprim,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,20,0,107.868,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Bacteria,Klebsiella aerogenes,opportunistic pathogen,n,24.0,30,water,5.848108466,0.15383521,10.23809524,290.323,11.49902367,0.0,4.983978521,18.18111669,0.0,29.45648069,0.0,27.5262362,12.13273414,0,0,2.393366377,phenol ethers,-2.0794415416798357,-4.199705077879927
113,Ag,green_synthesis using Acinetobacter calcoaceticus,10.0,spherical,MIC,Pseudomonas aeruginosa,Amikacin,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,20,0,107.868,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Bacteria,Pseudomonas aeruginosa,opportunistic pathogen,n,24.0,37,soil,12.57843074,-1.755830655,47.05,585.608,12.58005346,0.0,0.0,12.58659724,0.0,0.0,0.0,0.0,0.0,0,0,2.056379988,Organooxygen compounds,-0.6931471805599453,-4.199705077879927
114,Ag,green_synthesis using Acinetobacter calcoaceticus,10.0,spherical,MIC,Pseudomonas aeruginosa,Gentamicin,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,20,0,107.868,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Bacteria,Pseudomonas aeruginosa,opportunistic pathogen,n,24.0,37,soil,11.12947795,-1.286897326,50.18181818,477.603,12.58005346,0.0,0.0,18.12552249,0.0,0.0,0.0,13.97140918,13.97140918,0,0,2.056379988,Aminoglycoside ,-2.0794415416798357,-4.199705077879927
115,Ag,green_synthesis using Acinetobacter calcoaceticus,10.0,spherical,MIC,Pseudomonas aeruginosa,Kanamycin,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,20,1,107.868,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Bacteria,Pseudomonas aeruginosa,opportunistic pathogen,n,24.0,37,soil,10.93437059,-1.661604858,53.72727273,484.503,12.58005346,0.0,0.0,18.62843806,0.0,0.0,0.0,0.0,0.0,0,0,2.056379988,Organooxygen compounds,6.238324625039508,0.6931471805599453
116,Ag,green_synthesis using Acinetobacter calcoaceticus,10.0,spherical,MIC,Pseudomonas aeruginosa,Ceftazidime,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,20,0,107.868,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Bacteria,Pseudomonas aeruginosa,opportunistic pathogen,n,24.0,37,soil,13.11432809,-1.753218546,19.67567568,546.587,29.78168703,11.81435946,0.0,28.83875504,0.0,52.93692296,0.0,29.09352093,6.066367068,0,0,2.056379988,Lactams,-0.6931471805599453,-4.199705077879927
117,Ag,green_synthesis using Acinetobacter calcoaceticus,10.0,spherical,MIC,Pseudomonas aeruginosa,Ceftriaxone,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,20,0,107.868,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Bacteria,Pseudomonas aeruginosa,opportunistic pathogen,n,24.0,37,soil,12.91680492,-1.306214252,19.55555556,554.592,15.99967996,17.6943478,4.983978521,23.93344197,0.0,32.69793869,0.0,0.0,0.0,0,0,2.056379988,Lactams,2.772588722239781,-2.0794415416798357
118,Ag,green_synthesis using Acinetobacter calcoaceticus,10.0,spherical,MIC,Pseudomonas aeruginosa,Ciprofloxacin,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,20,0,107.868,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Bacteria,Pseudomonas aeruginosa,opportunistic pathogen,n,24.0,37,soil,14.60768519,-1.27510223,18.125,331.347,0.0,0.0,0.0,43.80393424,0.0,39.93357762,10.90292493,6.066367068,9.467009379,0,0,2.056379988,Quinolines,-3.506557897319982,-4.199705077879927
119,Ag,green_synthesis using Acinetobacter calcoaceticus,10.0,spherical,MIC,Shigella sonnei,Amikacin,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,20,1,107.868,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Shigella,Bacteria,Shigella sonnei,pathogenic,n,12.0,37,water,12.57843074,-1.755830655,47.05,585.608,12.58005346,0.0,0.0,12.58659724,0.0,0.0,0.0,0.0,0.0,0,0,2.272915319,Organooxygen compounds,-0.6931471805599453,-4.199705077879927
120,Ag,green_synthesis using Acinetobacter calcoaceticus,10.0,spherical,MIC,Shigella sonnei,Gentamicin,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,20,1,107.868,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Shigella,Bacteria,Shigella sonnei,pathogenic,n,12.0,37,water,11.12947795,-1.286897326,50.18181818,477.603,12.58005346,0.0,0.0,18.12552249,0.0,0.0,0.0,13.97140918,13.97140918,0,0,2.272915319,Aminoglycoside ,-2.8134107167600364,-4.199705077879927
121,Ag,green_synthesis using Acinetobacter calcoaceticus,10.0,spherical,MIC,Shigella sonnei,Kanamycin,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,20,1,107.868,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Shigella,Bacteria,Shigella sonnei,pathogenic,n,12.0,37,water,10.93437059,-1.661604858,53.72727273,484.503,12.58005346,0.0,0.0,18.62843806,0.0,0.0,0.0,0.0,0.0,0,0,2.272915319,Organooxygen compounds,-0.6931471805599453,-4.199705077879927
122,Ag,green_synthesis using Acinetobacter calcoaceticus,10.0,spherical,MIC,Shigella sonnei,Amoxicillin,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,20,1,107.868,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Shigella,Bacteria,Shigella sonnei,pathogenic,n,12.0,37,water,12.3475389,-1.056554474,28.04,365.411,0.0,0.0,0.0,4.747022453,0.0,29.82891977,0.0,13.8474744,0.0,0,0,2.272915319,Lactams,7.6246189861593985,0.6931471805599453
123,Ag,green_synthesis using Acinetobacter calcoaceticus,10.0,spherical,MIC,Shigella sonnei,Ampicillin,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,20,1,107.868,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Shigella,Bacteria,Shigella sonnei,pathogenic,n,12.0,37,water,12.33417297,-1.033228263,28.70833333,349.412,0.0,0.0,0.0,4.747022453,0.0,35.89528683,0.0,38.11294267,6.066367068,0,0,2.272915319,Organoheterocyclic compounds,5.545177444479562,0.6931471805599453
124,Ag,green_synthesis using Acinetobacter calcoaceticus,10.0,spherical,MIC,Shigella sonnei,Ceftazidime,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,20,0,107.868,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Shigella,Bacteria,Shigella sonnei,pathogenic,n,12.0,37,water,13.11432809,-1.753218546,19.67567568,546.587,29.78168703,11.81435946,0.0,28.83875504,0.0,52.93692296,0.0,29.09352093,6.066367068,0,0,2.272915319,Lactams,0.0,-2.0794415416798357
125,Ag,green_synthesis using Acinetobacter calcoaceticus,10.0,spherical,MIC,Shigella sonnei,Ceftriaxone,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,20,0,107.868,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Shigella,Bacteria,Shigella sonnei,pathogenic,n,12.0,37,water,12.91680492,-1.306214252,19.55555556,554.592,15.99967996,17.6943478,4.983978521,23.93344197,0.0,32.69793869,0.0,0.0,0.0,0,0,2.272915319,Lactams,-0.6931471805599453,-2.0794415416798357
126,Ag,green_synthesis using Acinetobacter calcoaceticus,10.0,spherical,MIC,Shigella sonnei,Ciprofloxacin,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,20,0,107.868,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Shigella,Bacteria,Shigella sonnei,pathogenic,n,12.0,37,water,14.60768519,-1.27510223,18.125,331.347,0.0,0.0,0.0,43.80393424,0.0,39.93357762,10.90292493,6.066367068,9.467009379,0,0,2.272915319,Quinolines,-4.199705077879927,-4.199705077879927
127,Ag,green_synthesis using Acinetobacter calcoaceticus,10.0,spherical,MIC,Shigella sonnei,Doxycycline,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,20,0,107.868,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Shigella,Bacteria,Shigella sonnei,pathogenic,n,12.0,37,water,13.31702838,-2.89477903,33.33333333,462.455,11.38429576,5.907179729,0.0,11.49101058,0.0,51.99054299,0.0,19.05647134,0.0,0,0,2.272915319,Tetracyclines,0.0,-4.199705077879927
128,Ag,green_synthesis using Acinetobacter calcoaceticus,10.0,spherical,MIC,Shigella sonnei,Tetracycline,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,20,0,107.868,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Shigella,Bacteria,Shigella sonnei,pathogenic,n,12.0,37,water,13.31369504,-2.745033659,34.375,444.44,11.38429576,5.907179729,0.0,17.40891662,0.0,51.99054299,0.0,0.0,0.0,0,0,2.272915319,Tetracyclines,0.6931471805599453,-4.199705077879927
129,Ag,green_synthesis using Acinetobacter calcoaceticus,10.0,spherical,MIC,Shigella sonnei,Chloramphenicol,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,20,0,107.868,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Shigella,Bacteria,Shigella sonnei,pathogenic,n,12.0,37,water,11.30478637,-1.325823356,13.85,323.132,4.83626969,11.594566,0.0,12.13273414,0.0,39.94323803,0.0,0.0,0.0,2,0,2.272915319,Benzene derivatives,0.6931471805599453,-4.199705077879927
130,Ag,green_synthesis using Acinetobacter calcoaceticus,10.0,spherical,MIC,Shigella sonnei,Trimethoprim,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,20,1,107.868,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Shigella,Bacteria,Shigella sonnei,pathogenic,n,12.0,37,water,5.848108466,0.15383521,10.23809524,290.323,11.49902367,0.0,4.983978521,18.18111669,0.0,29.45648069,0.0,27.5262362,12.13273414,0,0,2.272915319,phenol ethers,4.852030263919617,0.6931471805599453
131,Ag,green_synthesis using Acinetobacter calcoaceticus,10.0,spherical,MIC,Salmonella typhimurium,Amikacin,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,20,1,107.868,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Bacteria,Salmonella enterica subsp. enterica serovar Typhimurium,pathogenic,n,6.0,37,meat,12.57843074,-1.755830655,47.05,585.608,12.58005346,0.0,0.0,12.58659724,0.0,0.0,0.0,0.0,0.0,0,0,2.534426072,Organooxygen compounds,0.0,-4.199705077879927
132,Ag,green_synthesis using Acinetobacter calcoaceticus,10.0,spherical,MIC,Salmonella typhimurium,Gentamicin,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,20,1,107.868,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Bacteria,Salmonella enterica subsp. enterica serovar Typhimurium,pathogenic,n,6.0,37,meat,11.12947795,-1.286897326,50.18181818,477.603,12.58005346,0.0,0.0,18.12552249,0.0,0.0,0.0,13.97140918,13.97140918,0,0,2.534426072,Aminoglycoside ,-2.0794415416798357,-4.199705077879927
133,Ag,green_synthesis using Acinetobacter calcoaceticus,10.0,spherical,MIC,Salmonella typhimurium,Kanamycin,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,20,1,107.868,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Bacteria,Salmonella enterica subsp. enterica serovar Typhimurium,pathogenic,n,6.0,37,meat,10.93437059,-1.661604858,53.72727273,484.503,12.58005346,0.0,0.0,18.62843806,0.0,0.0,0.0,0.0,0.0,0,0,2.534426072,Organooxygen compounds,-0.6931471805599453,-4.199705077879927
135,Ag,green_synthesis using Acinetobacter calcoaceticus,10.0,spherical,MIC,Salmonella typhimurium,Ampicillin,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,20,0,107.868,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Bacteria,Salmonella enterica subsp. enterica serovar Typhimurium,pathogenic,n,6.0,37,meat,12.33417297,-1.033228263,28.70833333,349.412,0.0,0.0,0.0,4.747022453,0.0,35.89528683,0.0,38.11294267,6.066367068,0,0,2.534426072,Organoheterocyclic compounds,1.3862943611198906,-4.199705077879927
136,Ag,green_synthesis using Acinetobacter calcoaceticus,10.0,spherical,MIC,Salmonella typhimurium,Ceftazidime,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,20,0,107.868,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Bacteria,Salmonella enterica subsp. enterica serovar Typhimurium,pathogenic,n,6.0,37,meat,13.11432809,-1.753218546,19.67567568,546.587,29.78168703,11.81435946,0.0,28.83875504,0.0,52.93692296,0.0,29.09352093,6.066367068,0,0,2.534426072,Lactams,-3.506557897319982,-4.199705077879927
137,Ag,green_synthesis using Acinetobacter calcoaceticus,10.0,spherical,MIC,Salmonella typhimurium,Ceftriaxone,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,20,0,107.868,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Bacteria,Salmonella enterica subsp. enterica serovar Typhimurium,pathogenic,n,6.0,37,meat,12.91680492,-1.306214252,19.55555556,554.592,15.99967996,17.6943478,4.983978521,23.93344197,0.0,32.69793869,0.0,0.0,0.0,0,0,2.534426072,Lactams,0.6931471805599453,-4.199705077879927
138,Ag,green_synthesis using Acinetobacter calcoaceticus,10.0,spherical,MIC,Salmonella typhimurium,Ciprofloxacin,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,20,0,107.868,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Bacteria,Salmonella enterica subsp. enterica serovar Typhimurium,pathogenic,n,6.0,37,meat,14.60768519,-1.27510223,18.125,331.347,0.0,0.0,0.0,43.80393424,0.0,39.93357762,10.90292493,6.066367068,9.467009379,0,0,2.534426072,Quinolines,-2.8134107167600364,-4.199705077879927
139,Ag,green_synthesis using Acinetobacter calcoaceticus,10.0,spherical,MIC,Salmonella typhimurium,Doxycycline,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,20,0,107.868,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Bacteria,Salmonella enterica subsp. enterica serovar Typhimurium,pathogenic,n,6.0,37,meat,13.31702838,-2.89477903,33.33333333,462.455,11.38429576,5.907179729,0.0,11.49101058,0.0,51.99054299,0.0,19.05647134,0.0,0,0,2.534426072,Tetracyclines,0.6931471805599453,-4.199705077879927
140,Ag,green_synthesis using Acinetobacter calcoaceticus,10.0,spherical,MIC,Salmonella typhimurium,Tetracycline,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,20,0,107.868,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Bacteria,Salmonella enterica subsp. enterica serovar Typhimurium,pathogenic,n,6.0,37,meat,13.31369504,-2.745033659,34.375,444.44,11.38429576,5.907179729,0.0,17.40891662,0.0,51.99054299,0.0,0.0,0.0,0,0,2.534426072,Tetracyclines,1.3862943611198906,-4.199705077879927
141,Ag,green_synthesis using Acinetobacter calcoaceticus,10.0,spherical,MIC,Salmonella typhimurium,Chloramphenicol,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,20,0,107.868,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Bacteria,Salmonella enterica subsp. enterica serovar Typhimurium,pathogenic,n,6.0,37,meat,11.30478637,-1.325823356,13.85,323.132,4.83626969,11.594566,0.0,12.13273414,0.0,39.94323803,0.0,0.0,0.0,2,0,2.534426072,Benzene derivatives,0.6931471805599453,-4.199705077879927
142,Ag,green_synthesis using Acinetobacter calcoaceticus,10.0,spherical,MIC,Salmonella typhimurium,Trimethoprim,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,20,0,107.868,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Bacteria,Salmonella enterica subsp. enterica serovar Typhimurium,pathogenic,n,6.0,37,meat,5.848108466,0.15383521,10.23809524,290.323,11.49902367,0.0,4.983978521,18.18111669,0.0,29.45648069,0.0,27.5262362,12.13273414,0,0,2.534426072,phenol ethers,-2.0794415416798357,-4.199705077879927
143,Ag,green_synthesis using Acinetobacter calcoaceticus,10.0,spherical,MIC,Staphylococcus aureus,Amikacin,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,20,0,107.868,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Bacteria,Staphylococcus aureus,pathogenic,p,24.0,37,skin,12.57843074,-1.755830655,47.05,585.608,12.58005346,0.0,0.0,12.58659724,0.0,0.0,0.0,0.0,0.0,0,0,2.558822975,Organooxygen compounds,0.0,-4.199705077879927
144,Ag,green_synthesis using Acinetobacter calcoaceticus,10.0,spherical,MIC,Staphylococcus aureus,Gentamicin,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,20,0,107.868,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Bacteria,Staphylococcus aureus,pathogenic,p,24.0,37,skin,11.12947795,-1.286897326,50.18181818,477.603,12.58005346,0.0,0.0,18.12552249,0.0,0.0,0.0,13.97140918,13.97140918,0,0,2.558822975,Aminoglycoside ,-2.0794415416798357,-4.199705077879927
145,Ag,green_synthesis using Acinetobacter calcoaceticus,10.0,spherical,MIC,Staphylococcus aureus,Kanamycin,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,20,0,107.868,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Bacteria,Staphylococcus aureus,pathogenic,p,24.0,37,skin,10.93437059,-1.661604858,53.72727273,484.503,12.58005346,0.0,0.0,18.62843806,0.0,0.0,0.0,0.0,0.0,0,0,2.558822975,Organooxygen compounds,0.0,-4.199705077879927
146,Ag,green_synthesis using Acinetobacter calcoaceticus,10.0,spherical,MIC,Staphylococcus aureus,Amoxicillin,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,20,1,107.868,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Bacteria,Staphylococcus aureus,pathogenic,p,24.0,37,skin,12.3475389,-1.056554474,28.04,365.411,0.0,0.0,0.0,4.747022453,0.0,29.82891977,0.0,13.8474744,0.0,0,0,2.558822975,Lactams,7.6246189861593985,2.772588722239781
147,Ag,green_synthesis using Acinetobacter calcoaceticus,10.0,spherical,MIC,Staphylococcus aureus,Ampicillin,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,20,1,107.868,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Bacteria,Staphylococcus aureus,pathogenic,p,24.0,37,skin,12.33417297,-1.033228263,28.70833333,349.412,0.0,0.0,0.0,4.747022453,0.0,35.89528683,0.0,38.11294267,6.066367068,0,0,2.558822975,Organoheterocyclic compounds,4.852030263919617,2.0794415416798357
148,Ag,green_synthesis using Acinetobacter calcoaceticus,10.0,spherical,MIC,Staphylococcus aureus,Ceftazidime,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,20,0,107.868,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Bacteria,Staphylococcus aureus,pathogenic,p,24.0,37,skin,13.11432809,-1.753218546,19.67567568,546.587,29.78168703,11.81435946,0.0,28.83875504,0.0,52.93692296,0.0,29.09352093,6.066367068,0,0,2.558822975,Lactams,-2.8134107167600364,-2.8134107167600364
149,Ag,green_synthesis using Acinetobacter calcoaceticus,10.0,spherical,MIC,Staphylococcus aureus,Ceftriaxone,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,20,0,107.868,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Bacteria,Staphylococcus aureus,pathogenic,p,24.0,37,skin,12.91680492,-1.306214252,19.55555556,554.592,15.99967996,17.6943478,4.983978521,23.93344197,0.0,32.69793869,0.0,0.0,0.0,0,0,2.558822975,Lactams,-2.0794415416798357,-2.8134107167600364
