,NP,NP_Synthesis,NP size_min (nm),NP size_max (nm),NP size_avg (nm),shape,method,Bacteria,MIC_NP (μg/ml),reference,time (hr),MDR,Valance_electron,amw,lipinskiHBA,lipinskiHBD,NumRotatableBonds,NumHBD,NumHBA,NumHeavyAtoms,NumAtoms,NumHeteroatoms,NumAmideBonds,FractionCSP3,NumRings,NumAromaticRings,NumAliphaticRings,NumSaturatedRings,NumHeterocycles,NumAromaticHeterocycles,NumSaturatedHeterocycles,NumAliphaticHeterocycles,NumSpiroAtoms,NumBridgeheadAtoms,NumAtomStereoCenters,NumUnspecifiedAtomStereoCenters,labuteASA,tpsa,CrippenClogP,CrippenMR,chi0v,chi1v,chi2v,chi3v,chi4v,chi0n,chi1n,chi2n,chi3n,chi4n,hallKierAlpha,kappa1,kappa2,kappa3,Phi,Phylum,Class,Order,Family,Genus,Superkingdom,Species,bac_type,gram,"min_Incub_period, h","avg_Incub_period, h","max_Incub_period, h","growth_temp, C",biosafety_level,isolated_from
419,Au,Chem_synthesis using hydrogen tetrachloroaureate,2.4,3.6,3.0,spherical,MIC,Enterococcus faecalis,12.0,https://pubs.acs.org/doi/full/10.1021/acs.nanolett.0c01196,24.0,0,11,196.967,0,0,0,0,0,1,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,23.00188061,0.0,-0.0025,0.0,2.46797672,0.0,0.0,0.0,0.0,0.301511345,0.0,0.0,0.0,0.0,0.74025974,1.74025974,0.091136933,2.143768512,0.158601936,Bacillota,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Bacteria,Enterococcus faecalis,pathogenic,p,24.0,36.0,48.0,37.0,2.0,urine
420,Au,Chem_synthesis using hydrogen tetrachloroaureate,2.4,3.6,3.0,spherical,MIC,Escherichia coli,64.0,https://pubs.acs.org/doi/full/10.1021/acs.nanolett.0c01196,24.0,0,11,196.967,0,0,0,0,0,1,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,23.00188061,0.0,-0.0025,0.0,2.46797672,0.0,0.0,0.0,0.0,0.301511345,0.0,0.0,0.0,0.0,0.74025974,1.74025974,0.091136933,2.143768512,0.158601936,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Bacteria,Escherichia coli,pathogenic,n,48.0,84.0,120.0,37.0,2.0,urine
422,Au,Chem_synthesis using hydrogen tetrachloroaureate,2.4,3.6,3.0,spherical,MIC,Pseudomonas aeruginosa,64.0,https://pubs.acs.org/doi/full/10.1021/acs.nanolett.0c01196,24.0,0,11,196.967,0,0,0,0,0,1,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,23.00188061,0.0,-0.0025,0.0,2.46797672,0.0,0.0,0.0,0.0,0.301511345,0.0,0.0,0.0,0.0,0.74025974,1.74025974,0.091136933,2.143768512,0.158601936,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Bacteria,Pseudomonas aeruginosa,opportunistic pathogen,n,24.0,48.0,72.0,37.0,2.0,soil
424,Au,Chem_synthesis using hydrogen tetrachloroaureate,2.4,3.6,3.0,spherical,MIC,Klebsiella pneumoniae,64.0,https://pubs.acs.org/doi/full/10.1021/acs.nanolett.0c01196,24.0,0,11,196.967,0,0,0,0,0,1,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,23.00188061,0.0,-0.0025,0.0,2.46797672,0.0,0.0,0.0,0.0,0.301511345,0.0,0.0,0.0,0.0,0.74025974,1.74025974,0.091136933,2.143768512,0.158601936,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Bacteria,Klebsiella pneumoniae,opportunistic pathogen,n,24.0,48.0,72.0,30.0,2.0,respiratory tract
438,Au,chem_synthesis by brust-schiffrin two phase method,2.0,2.0,2.0,spherical,MIC,Escherichia coli,3.2,https://pubs.acs.org/doi/full/10.1021/nn5042625,24.0,0,11,196.967,0,0,0,0,0,1,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,23.00188061,0.0,-0.0025,0.0,2.46797672,0.0,0.0,0.0,0.0,0.301511345,0.0,0.0,0.0,0.0,0.74025974,1.74025974,0.091136933,2.143768512,0.158601936,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Bacteria,Escherichia coli,pathogenic,n,48.0,84.0,120.0,37.0,2.0,urine
439,Au,chem_synthesis by brust-schiffrin two phase method,2.0,2.0,2.0,spherical,MIC,Escherichia coli,3.2,https://pubs.acs.org/doi/full/10.1021/nn5042625,24.0,1,11,196.967,0,0,0,0,0,1,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,23.00188061,0.0,-0.0025,0.0,2.46797672,0.0,0.0,0.0,0.0,0.301511345,0.0,0.0,0.0,0.0,0.74025974,1.74025974,0.091136933,2.143768512,0.158601936,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Bacteria,Escherichia coli,pathogenic,n,48.0,84.0,120.0,37.0,2.0,urine
443,Au,chem_synthesis by brust-schiffrin two phase method,2.0,2.0,2.0,spherical,MIC,Enterobacter cloacae,3.2,https://pubs.acs.org/doi/full/10.1021/nn5042625,24.0,1,11,196.967,0,0,0,0,0,1,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,23.00188061,0.0,-0.0025,0.0,2.46797672,0.0,0.0,0.0,0.0,0.301511345,0.0,0.0,0.0,0.0,0.74025974,1.74025974,0.091136933,2.143768512,0.158601936,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Bacteria,Enterobacter cloacae,opportunistic pathogen,n,12.0,42.0,72.0,30.0,2.0,water
444,Au,chem_synthesis by brust-schiffrin two phase method,2.0,2.0,2.0,spherical,MIC,Enterobacter cloacae,1.6,https://pubs.acs.org/doi/full/10.1021/nn5042625,24.0,1,11,196.967,0,0,0,0,0,1,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,23.00188061,0.0,-0.0025,0.0,2.46797672,0.0,0.0,0.0,0.0,0.301511345,0.0,0.0,0.0,0.0,0.74025974,1.74025974,0.091136933,2.143768512,0.158601936,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Bacteria,Enterobacter cloacae,opportunistic pathogen,n,12.0,42.0,72.0,30.0,2.0,water
446,Au,chem_synthesis by brust-schiffrin two phase method,2.0,2.0,2.0,spherical,MIC,Pseudomonas aeruginosa,3.2,https://pubs.acs.org/doi/full/10.1021/nn5042625,24.0,0,11,196.967,0,0,0,0,0,1,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,23.00188061,0.0,-0.0025,0.0,2.46797672,0.0,0.0,0.0,0.0,0.301511345,0.0,0.0,0.0,0.0,0.74025974,1.74025974,0.091136933,2.143768512,0.158601936,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Bacteria,Pseudomonas aeruginosa,opportunistic pathogen,n,24.0,48.0,72.0,37.0,2.0,soil
447,Au,chem_synthesis by brust-schiffrin two phase method,2.0,2.0,2.0,spherical,MIC,Pseudomonas aeruginosa,6.4,https://pubs.acs.org/doi/full/10.1021/nn5042625,24.0,1,11,196.967,0,0,0,0,0,1,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,23.00188061,0.0,-0.0025,0.0,2.46797672,0.0,0.0,0.0,0.0,0.301511345,0.0,0.0,0.0,0.0,0.74025974,1.74025974,0.091136933,2.143768512,0.158601936,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Bacteria,Pseudomonas aeruginosa,opportunistic pathogen,n,24.0,48.0,72.0,37.0,2.0,soil
448,Au,chem_synthesis by brust-schiffrin two phase method,2.0,2.0,2.0,spherical,MIC,Staphylococcus aureus,12.8,https://pubs.acs.org/doi/full/10.1021/nn5042625,24.0,1,11,196.967,0,0,0,0,0,1,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,23.00188061,0.0,-0.0025,0.0,2.46797672,0.0,0.0,0.0,0.0,0.301511345,0.0,0.0,0.0,0.0,0.74025974,1.74025974,0.091136933,2.143768512,0.158601936,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Bacteria,Staphylococcus aureus,pathogenic,p,24.0,36.0,48.0,37.0,2.0,skin
449,Au,chem_synthesis by brust-schiffrin two phase method,2.0,2.0,2.0,spherical,MIC,Staphylococcus aureus,6.4,https://pubs.acs.org/doi/full/10.1021/nn5042625,24.0,1,11,196.967,0,0,0,0,0,1,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,23.00188061,0.0,-0.0025,0.0,2.46797672,0.0,0.0,0.0,0.0,0.301511345,0.0,0.0,0.0,0.0,0.74025974,1.74025974,0.091136933,2.143768512,0.158601936,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Bacteria,Staphylococcus aureus,pathogenic,p,24.0,36.0,48.0,37.0,2.0,skin
450,Au,green_synthesis by mixing with chitosan,15.0,19.0,17.0,spherical,MIC,Staphylococcus aureus,62.5,https://www.sciencedirect.com/science/article/pii/S0144861720316714,24.0,1,11,196.967,0,0,0,0,0,1,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,23.00188061,0.0,-0.0025,0.0,2.46797672,0.0,0.0,0.0,0.0,0.301511345,0.0,0.0,0.0,0.0,0.74025974,1.74025974,0.091136933,2.143768512,0.158601936,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Bacteria,Staphylococcus aureus,pathogenic,p,24.0,36.0,48.0,37.0,2.0,skin
451,Au,green_synthesis from P. granatum,21.0,29.0,25.0,spherical,MIC,Staphylococcus aureus,125.0,https://www.sciencedirect.com/science/article/pii/S0144861720316714,24.0,1,11,196.967,0,0,0,0,0,1,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,23.00188061,0.0,-0.0025,0.0,2.46797672,0.0,0.0,0.0,0.0,0.301511345,0.0,0.0,0.0,0.0,0.74025974,1.74025974,0.091136933,2.143768512,0.158601936,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Bacteria,Staphylococcus aureus,pathogenic,p,24.0,36.0,48.0,37.0,2.0,skin
452,Au,green_synthesis by mixing chitosan and P. granatum,28.0,40.0,34.0,spherical,MIC,Staphylococcus aureus,15.6,https://www.sciencedirect.com/science/article/pii/S0144861720316714,24.0,1,11,196.967,0,0,0,0,0,1,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,23.00188061,0.0,-0.0025,0.0,2.46797672,0.0,0.0,0.0,0.0,0.301511345,0.0,0.0,0.0,0.0,0.74025974,1.74025974,0.091136933,2.143768512,0.158601936,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Bacteria,Staphylococcus aureus,pathogenic,p,24.0,36.0,48.0,37.0,2.0,skin
453,Au,green_synthesis by mixing with chitosan,15.0,19.0,17.0,spherical,MBC,Staphylococcus aureus,250.0,https://www.sciencedirect.com/science/article/pii/S0144861720316714,24.0,1,11,196.967,0,0,0,0,0,1,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,23.00188061,0.0,-0.0025,0.0,2.46797672,0.0,0.0,0.0,0.0,0.301511345,0.0,0.0,0.0,0.0,0.74025974,1.74025974,0.091136933,2.143768512,0.158601936,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Bacteria,Staphylococcus aureus,pathogenic,p,24.0,36.0,48.0,37.0,2.0,skin
454,Au,green_synthesis from P. granatum,21.0,29.0,25.0,spherical,MBC,Staphylococcus aureus,500.0,https://www.sciencedirect.com/science/article/pii/S0144861720316714,24.0,1,11,196.967,0,0,0,0,0,1,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,23.00188061,0.0,-0.0025,0.0,2.46797672,0.0,0.0,0.0,0.0,0.301511345,0.0,0.0,0.0,0.0,0.74025974,1.74025974,0.091136933,2.143768512,0.158601936,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Bacteria,Staphylococcus aureus,pathogenic,p,24.0,36.0,48.0,37.0,2.0,skin
455,Au,green_synthesis by mixing chitosan and P. granatum,28.0,40.0,34.0,spherical,MBC,Staphylococcus aureus,62.5,https://www.sciencedirect.com/science/article/pii/S0144861720316714,24.0,1,11,196.967,0,0,0,0,0,1,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,23.00188061,0.0,-0.0025,0.0,2.46797672,0.0,0.0,0.0,0.0,0.301511345,0.0,0.0,0.0,0.0,0.74025974,1.74025974,0.091136933,2.143768512,0.158601936,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Bacteria,Staphylococcus aureus,pathogenic,p,24.0,36.0,48.0,37.0,2.0,skin
464,Au,green_synthesis using blue green algae,15.5,55.8,35.65,triangular,MIC,Candida albicans,7.81,https://link.springer.com/article/10.1007/s12210-021-01016-x,24.0,0,11,196.967,0,0,0,0,0,1,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,23.00188061,0.0,-0.0025,0.0,2.46797672,0.0,0.0,0.0,0.0,0.301511345,0.0,0.0,0.0,0.0,0.74025974,1.74025974,0.091136933,2.143768512,0.158601936,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Candida,Eukaryota,Candida albicans,pathogenic,f,48.0,84.0,120.0,37.0,2.0,mouth
465,Au,green_synthesis using blue green algae,15.5,55.8,35.65,triangular,MIC,Aspergillus flavus,15.63,https://link.springer.com/article/10.1007/s12210-021-01016-x,24.0,0,11,196.967,0,0,0,0,0,1,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,23.00188061,0.0,-0.0025,0.0,2.46797672,0.0,0.0,0.0,0.0,0.301511345,0.0,0.0,0.0,0.0,0.74025974,1.74025974,0.091136933,2.143768512,0.158601936,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,Eukaryota,Aspergillus flavus,opportunistic pathogen,f,24.0,36.0,48.0,37.0,2.0,soil
466,Au,green_synthesis using blue green algae,15.5,55.8,35.65,triangular,MIC,candida tropicalis,0.98,https://link.springer.com/article/10.1007/s12210-021-01016-x,24.0,0,11,196.967,0,0,0,0,0,1,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,23.00188061,0.0,-0.0025,0.0,2.46797672,0.0,0.0,0.0,0.0,0.301511345,0.0,0.0,0.0,0.0,0.74025974,1.74025974,0.091136933,2.143768512,0.158601936,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Candida,Eukaryota,Candida tropicalis,opportunistic pathogen,p,24.0,48.0,168.0,30.0,2.0,skin
472,TiO2,chemical_synthesis by two step sol-gel preparation,33.0,33.0,33.0,spherical,MIC,Staphylococcus aureus,30.0,https://iasj.net/iasj/download/094a187bd370f1b7,24.0,0,16,79.865,2,0,0,0,2,3,3,3,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,26.40611331,34.14,-0.2401,1.373,2.878049394,1.683250823,0.0,0.0,0.0,1.316496581,0.40824829,0.0,0.0,0.0,0.314285714,3.314285714,2.314285714,2.314285714,2.556734694,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Bacteria,Staphylococcus aureus,pathogenic,p,24.0,36.0,48.0,37.0,2.0,skin
473,TiO2,chemical_synthesis by two step sol-gel preparation,33.0,33.0,33.0,spherical,MIC,Escherichia coli,40.0,https://iasj.net/iasj/download/094a187bd370f1b7,24.0,0,16,79.865,2,0,0,0,2,3,3,3,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,26.40611331,34.14,-0.2401,1.373,2.878049394,1.683250823,0.0,0.0,0.0,1.316496581,0.40824829,0.0,0.0,0.0,0.314285714,3.314285714,2.314285714,2.314285714,2.556734694,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Bacteria,Escherichia coli,pathogenic,n,48.0,84.0,120.0,37.0,2.0,urine
474,TiO2,green_synthesis using A. flavus,62.0,74.0,68.0,spherical,MIC,Staphylococcus aureus,40.0,https://www.sciencedirect.com/science/article/pii/S1386142512000121#sec0010,24.0,0,16,79.865,2,0,0,0,2,3,3,3,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,26.40611331,34.14,-0.2401,1.373,2.878049394,1.683250823,0.0,0.0,0.0,1.316496581,0.40824829,0.0,0.0,0.0,0.314285714,3.314285714,2.314285714,2.314285714,2.556734694,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Bacteria,Staphylococcus aureus,pathogenic,p,24.0,36.0,48.0,37.0,2.0,skin
475,TiO2,green_synthesis using A. flavus,62.0,74.0,68.0,spherical,MIC,Escherichia coli,40.0,https://www.sciencedirect.com/science/article/pii/S1386142512000121#sec0010,24.0,0,16,79.865,2,0,0,0,2,3,3,3,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,26.40611331,34.14,-0.2401,1.373,2.878049394,1.683250823,0.0,0.0,0.0,1.316496581,0.40824829,0.0,0.0,0.0,0.314285714,3.314285714,2.314285714,2.314285714,2.556734694,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Bacteria,Escherichia coli,pathogenic,n,48.0,84.0,120.0,37.0,2.0,urine
476,TiO2,green_synthesis using A. flavus,62.0,74.0,68.0,spherical,MIC,Pseudomonas aeruginosa,80.0,https://www.sciencedirect.com/science/article/pii/S1386142512000121#sec0010,24.0,0,16,79.865,2,0,0,0,2,3,3,3,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,26.40611331,34.14,-0.2401,1.373,2.878049394,1.683250823,0.0,0.0,0.0,1.316496581,0.40824829,0.0,0.0,0.0,0.314285714,3.314285714,2.314285714,2.314285714,2.556734694,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Bacteria,Pseudomonas aeruginosa,opportunistic pathogen,n,24.0,48.0,72.0,37.0,2.0,soil
477,TiO2,green_synthesis using A. flavus,62.0,74.0,68.0,spherical,MIC,Klebsiella pneumoniae,70.0,https://www.sciencedirect.com/science/article/pii/S1386142512000121#sec0010,24.0,0,16,79.865,2,0,0,0,2,3,3,3,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,26.40611331,34.14,-0.2401,1.373,2.878049394,1.683250823,0.0,0.0,0.0,1.316496581,0.40824829,0.0,0.0,0.0,0.314285714,3.314285714,2.314285714,2.314285714,2.556734694,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Bacteria,Klebsiella pneumoniae,opportunistic pathogen,n,24.0,48.0,72.0,30.0,2.0,respiratory tract
478,TiO2,green_synthesis using A. flavus,62.0,74.0,68.0,spherical,MIC,Bacillus subtilis,45.0,https://www.sciencedirect.com/science/article/pii/S1386142512000121#sec0010,24.0,0,16,79.865,2,0,0,0,2,3,3,3,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,26.40611331,34.14,-0.2401,1.373,2.878049394,1.683250823,0.0,0.0,0.0,1.316496581,0.40824829,0.0,0.0,0.0,0.314285714,3.314285714,2.314285714,2.314285714,2.556734694,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacteria,Bacillus subtilis,non-pathogenic,p,0.16,7.08,14.0,30.0,1.0,soil
479,TiO2,green_synthesis using using Aeromonas hydrophila,28.0,54.0,40.5,spherical,MIC,Aeromonas hydrophila,25.0,https://www.sciencedirect.com/science/article/pii/S1386142513000024?via%3Dihub#s0050,24.0,0,16,79.865,2,0,0,0,2,3,3,3,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,26.40611331,34.14,-0.2401,1.373,2.878049394,1.683250823,0.0,0.0,0.0,1.316496581,0.40824829,0.0,0.0,0.0,0.314285714,3.314285714,2.314285714,2.314285714,2.556734694,Pseudomonadota,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas,Bacteria,Aeromonas hydrophila,opportunistic pathogen,n,6.0,24.0,7.0,30.0,3.0,water
480,TiO2,green_synthesis using using Aeromonas hydrophila,28.0,54.0,40.5,spherical,MIC,Escherichia coli,20.0,https://www.sciencedirect.com/science/article/pii/S1386142513000024?via%3Dihub#s0050,24.0,0,16,79.865,2,0,0,0,2,3,3,3,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,26.40611331,34.14,-0.2401,1.373,2.878049394,1.683250823,0.0,0.0,0.0,1.316496581,0.40824829,0.0,0.0,0.0,0.314285714,3.314285714,2.314285714,2.314285714,2.556734694,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Bacteria,Escherichia coli,pathogenic,n,48.0,84.0,120.0,37.0,2.0,urine
481,TiO2,green_synthesis using using Aeromonas hydrophila,28.0,54.0,40.5,spherical,MIC,Pseudomonas aeruginosa,30.0,https://www.sciencedirect.com/science/article/pii/S1386142513000024?via%3Dihub#s0050,24.0,0,16,79.865,2,0,0,0,2,3,3,3,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,26.40611331,34.14,-0.2401,1.373,2.878049394,1.683250823,0.0,0.0,0.0,1.316496581,0.40824829,0.0,0.0,0.0,0.314285714,3.314285714,2.314285714,2.314285714,2.556734694,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Bacteria,Pseudomonas aeruginosa,opportunistic pathogen,n,24.0,48.0,72.0,37.0,2.0,soil
482,TiO2,green_synthesis using using Aeromonas hydrophila,28.0,54.0,40.5,spherical,MIC,Streptococcus pyogenes,10.0,https://www.sciencedirect.com/science/article/pii/S1386142513000024?via%3Dihub#s0050,24.0,0,16,79.865,2,0,0,0,2,3,3,3,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,26.40611331,34.14,-0.2401,1.373,2.878049394,1.683250823,0.0,0.0,0.0,1.316496581,0.40824829,0.0,0.0,0.0,0.314285714,3.314285714,2.314285714,2.314285714,2.556734694,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Bacteria,Streptococcus pyogenes,pathogenic,p,24.0,36.0,48.0,37.0,2.0,mouth
483,TiO2,green_synthesis using using Aeromonas hydrophila,28.0,54.0,40.5,spherical,MIC,Staphylococcus aureus,10.0,https://www.sciencedirect.com/science/article/pii/S1386142513000024?via%3Dihub#s0050,24.0,0,16,79.865,2,0,0,0,2,3,3,3,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,26.40611331,34.14,-0.2401,1.373,2.878049394,1.683250823,0.0,0.0,0.0,1.316496581,0.40824829,0.0,0.0,0.0,0.314285714,3.314285714,2.314285714,2.314285714,2.556734694,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Bacteria,Staphylococcus aureus,pathogenic,p,24.0,36.0,48.0,37.0,2.0,skin
484,TiO2,green_synthesis using using Aeromonas hydrophila,28.0,54.0,40.5,spherical,MIC,Enterococcus faecalis,15.0,https://www.sciencedirect.com/science/article/pii/S1386142513000024?via%3Dihub#s0050,24.0,0,16,79.865,2,0,0,0,2,3,3,3,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,26.40611331,34.14,-0.2401,1.373,2.878049394,1.683250823,0.0,0.0,0.0,1.316496581,0.40824829,0.0,0.0,0.0,0.314285714,3.314285714,2.314285714,2.314285714,2.556734694,Bacillota,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Bacteria,Enterococcus faecalis,pathogenic,p,24.0,36.0,48.0,37.0,2.0,urine
485,TiO2,green_synthesis from Leaf Extract of Juniperus phoenicea,74.0,75.3,74.8,spherical,MIC,Staphylococcus aureus,40.0,https://www.mdpi.com/2227-9717/11/1/272,24.0,0,16,79.865,2,0,0,0,2,3,3,3,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,26.40611331,34.14,-0.2401,1.373,2.878049394,1.683250823,0.0,0.0,0.0,1.316496581,0.40824829,0.0,0.0,0.0,0.314285714,3.314285714,2.314285714,2.314285714,2.556734694,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Bacteria,Staphylococcus aureus,pathogenic,p,24.0,36.0,48.0,37.0,2.0,skin
486,TiO2,green_synthesis from Leaf Extract of Juniperus phoenicea,74.0,75.3,74.8,spherical,MIC,Bacillus subtilis,40.0,https://www.mdpi.com/2227-9717/11/1/272,24.0,0,16,79.865,2,0,0,0,2,3,3,3,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,26.40611331,34.14,-0.2401,1.373,2.878049394,1.683250823,0.0,0.0,0.0,1.316496581,0.40824829,0.0,0.0,0.0,0.314285714,3.314285714,2.314285714,2.314285714,2.556734694,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacteria,Bacillus subtilis,non-pathogenic,p,0.16,7.08,14.0,30.0,1.0,soil
487,TiO2,green_synthesis from Leaf Extract of Juniperus phoenicea,74.0,75.3,74.8,spherical,MIC,Escherichia coli,80.0,https://www.mdpi.com/2227-9717/11/1/272,24.0,0,16,79.865,2,0,0,0,2,3,3,3,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,26.40611331,34.14,-0.2401,1.373,2.878049394,1.683250823,0.0,0.0,0.0,1.316496581,0.40824829,0.0,0.0,0.0,0.314285714,3.314285714,2.314285714,2.314285714,2.556734694,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Bacteria,Escherichia coli,pathogenic,n,48.0,84.0,120.0,37.0,2.0,urine
488,TiO2,green_synthesis from Leaf Extract of Juniperus phoenicea,74.0,75.3,74.8,spherical,MIC,Klebsiella pneumoniae,80.0,https://www.mdpi.com/2227-9717/11/1/272,24.0,0,16,79.865,2,0,0,0,2,3,3,3,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,26.40611331,34.14,-0.2401,1.373,2.878049394,1.683250823,0.0,0.0,0.0,1.316496581,0.40824829,0.0,0.0,0.0,0.314285714,3.314285714,2.314285714,2.314285714,2.556734694,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Bacteria,Klebsiella pneumoniae,opportunistic pathogen,n,24.0,48.0,72.0,30.0,2.0,respiratory tract
489,TiO2,green_synthesis from Leaf Extract of Juniperus phoenicea,74.0,75.3,74.8,spherical,MIC,Saccharomyces cerevisiae,40.0,https://www.mdpi.com/2227-9717/11/1/272,24.0,0,16,79.865,2,0,0,0,2,3,3,3,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,26.40611331,34.14,-0.2401,1.373,2.878049394,1.683250823,0.0,0.0,0.0,1.316496581,0.40824829,0.0,0.0,0.0,0.314285714,3.314285714,2.314285714,2.314285714,2.556734694,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Eukaryota,Saccharomyces cerevisiae,non-pathogenic,f,2.0,24.0,72.0,27.0,1.0,food
490,TiO2,green_synthesis from Leaf Extract of Juniperus phoenicea,74.0,75.3,74.8,spherical,MIC,Aspergillus niger,20.0,https://www.mdpi.com/2227-9717/11/1/272,24.0,0,16,79.865,2,0,0,0,2,3,3,3,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,26.40611331,34.14,-0.2401,1.373,2.878049394,1.683250823,0.0,0.0,0.0,1.316496581,0.40824829,0.0,0.0,0.0,0.314285714,3.314285714,2.314285714,2.314285714,2.556734694,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,Eukaryota,Aspergillus niger,pathogenic,f,24.0,36.0,48.0,30.0,1.0,soil
